"Displacement:0","Displacement:1","Displacement:2","J","Pressure","Nominal Stress:0","Nominal Stress:1","Nominal Stress:2","Nominal Stress:3","Nominal Stress:4","Nominal Stress:5","Nominal Stress:6","Nominal Stress:7","Nominal Stress:8","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.032079,0.10079,0,0.99993,0.00072484,-0.0016212,2.1525e-05,0,2.0833e-05,-7.0737e-08,0,0,0,0,1,0.4025,-2.0975,0,0
0.032078,0.10079,0,0.99993,0.00073945,-0.0016644,2.1706e-05,0,2.0981e-05,-7.6766e-08,0,0,0,0,1,0.405,-2.095,0,0
0.032077,0.10079,0,0.99992,0.00075436,-0.0016644,2.1706e-05,0,2.0981e-05,-7.6766e-08,0,0,0,0,1,0.4075,-2.0925,0,0
0.032076,0.10079,0,0.99992,0.00076927,-0.0016644,2.1706e-05,0,2.0981e-05,-7.6766e-08,0,0,0,0,1,0.41,-2.09,0,0
0.032075,0.10079,0,0.99992,0.00078439,-0.0017523,2.226e-05,0,2.1467e-05,-7.0037e-08,0,0,0,0,1,0.4125,-2.0875,0,0
0.032074,0.10079,0,0.99992,0.00079951,-0.0017523,2.226e-05,0,2.1467e-05,-7.0037e-08,0,0,0,0,1,0.415,-2.085,0,0
0.032072,0.1008,0,0.99992,0.00081493,-0.001797,2.2447e-05,0,2.1618e-05,-8.1514e-08,0,0,0,0,1,0.4175,-2.0825,0,0
0.032071,0.1008,0,0.99992,0.00083035,-0.0018802,4.5725e-05,0,4.4845e-05,-2.3118e-07,0,0,0,0,1,0.42,-2.08,0,0
0.03207,0.1008,0,0.99992,0.00084597,-0.0018878,2.2994e-05,0,2.2091e-05,-7.2328e-08,0,0,0,0,1,0.4225,-2.0775,0,0
0.032069,0.1008,0,0.99991,0.00086159,-0.001934,2.3187e-05,0,2.2246e-05,-8.2516e-08,0,0,0,0,1,0.425,-2.075,0,0
0.032067,0.1008,0,0.99991,0.00087751,-0.001934,2.3187e-05,0,2.2246e-05,-8.2516e-08,0,0,0,0,1,0.4275,-2.0725,0,0
0.032066,0.1008,0,0.99991,0.00089344,-0.0020191,4.7199e-05,0,4.6204e-05,-2.2774e-07,0,0,0,0,1,0.43,-2.07,0,0
0.032065,0.1008,0,0.99991,0.00090956,-0.0020277,2.3731e-05,0,2.2711e-05,-7.0403e-08,0,0,0,0,1,0.4325,-2.0675,0,0
0.032063,0.1008,0,0.99991,0.00092568,-0.0020277,2.3731e-05,0,2.2711e-05,-7.0403e-08,0,0,0,0,1,0.435,-2.065,0,0
0.032062,0.1008,0,0.99991,0.00094211,-0.0020754,2.3924e-05,0,2.2863e-05,-8.1369e-08,0,0,0,0,1,0.4375,-2.0625,0,0
0.032061,0.10081,0,0.9999,0.00095854,-0.0021623,4.8673e-05,0,4.7556e-05,-2.2505e-07,0,0,0,0,1,0.44,-2.06,0,0
0.032059,0.10081,0,0.9999,0.00097517,-0.0021721,2.4469e-05,0,2.3323e-05,-6.8999e-08,0,0,0,0,1,0.4425,-2.0575,0,0
0.032058,0.10081,0,0.9999,0.0009918,-0.0022212,2.4662e-05,0,2.3473e-05,-8.0887e-08,0,0,0,0,1,0.445,-2.055,0,0
0.032056,0.10081,0,0.9999,0.0010087,-0.0022212,2.4662e-05,0,2.3473e-05,-8.0887e-08,0,0,0,0,1,0.4475,-2.0525,0,0
0.032055,0.10081,0,0.9999,0.0010257,-0.0023209,2.5209e-05,0,2.3929e-05,-6.6916e-08,0,0,0,0,1,0.45,-2.05,0,0
0.032053,0.10081,0,0.9999,0.0010428,-0.0023209,2.5209e-05,0,2.3929e-05,-6.6916e-08,0,0,0,0,1,0.4525,-2.0475,0,0
0.032051,0.10081,0,0.99989,0.0010599,-0.0023209,2.5209e-05,0,2.3929e-05,-6.6916e-08,0,0,0,0,1,0.455,-2.045,0,0
0.03205,0.10082,0,0.99989,0.0010774,-0.0023715,2.5401e-05,0,2.4075e-05,-7.908e-08,0,0,0,0,1,0.4575,-2.0425,0,0
0.032048,0.10082,0,0.99989,0.0010948,-0.0024741,2.595e-05,0,2.4529e-05,-6.6414e-08,0,0,0,0,1,0.46,-2.04,0,0
0.032047,0.10082,0,0.99989,0.0011125,-0.0024741,2.595e-05,0,2.4529e-05,-6.6414e-08,0,0,0,0,1,0.4625,-2.0375,0,0
0.032045,0.10082,0,0.99989,0.0011301,-0.0025262,2.6143e-05,0,2.4673e-05,-7.7584e-08,0,0,0,0,1,0.465,-2.035,0,0
0.032043,0.10082,0,0.99989,0.001148,-0.0025262,2.6143e-05,0,2.4673e-05,-7.7584e-08,0,0,0,0,1,0.4675,-2.0325,0,0
0.032041,0.10082,0,0.99988,0.001166,-0.0026317,2.6692e-05,0,2.5121e-05,-7.1316e-08,0,0,0,0,1,0.47,-2.03,0,0
0.03204,0.10082,0,0.99988,0.0011842,-0.0026317,2.6692e-05,0,2.5121e-05,-7.1316e-08,0,0,0,0,1,0.4725,-2.0275,0,0
0.032038,0.10083,0,0.99988,0.0012024,-0.0026985,5.3814e-05,0,5.2203e-05,-2.2989e-07,0,0,0,0,1,0.475,-2.025,0,0
0.032036,0.10083,0,0.99988,0.0012207,-0.0027122,2.7071e-05,0,2.5422e-05,-6.2321e-08,0,0,0,0,1,0.4775,-2.0225,0,0
0.032034,0.10083,0,0.99988,0.0012391,-0.0027666,2.7258e-05,0,2.5556e-05,-7.1633e-08,0,0,0,0,1,0.48,-2.02,0,0
0.032032,0.10083,0,0.99987,0.0012578,-0.0027666,2.7258e-05,0,2.5556e-05,-7.1633e-08,0,0,0,0,1,0.4825,-2.0175,0,0
0.03203,0.10083,0,0.99987,0.0012766,-0.0028618,5.5358e-05,0,5.3588e-05,-2.1746e-07,0,0,0,0,1,0.485,-2.015,0,0
0.032029,0.10083,0,0.99987,0.0012955,-0.0028766,2.7814e-05,0,2.6003e-05,-6.2004e-08,0,0,0,0,1,0.4875,-2.0125,0,0
0.032027,0.10084,0,0.99987,0.0013145,-0.002945,5.6043e-05,0,5.4191e-05,-2.3257e-07,0,0,0,0,1,0.49,-2.01,0,0
0.032025,0.10084,0,0.99987,0.0013336,-0.0029605,2.8192e-05,0,2.6298e-05,-6.3591e-08,0,0,0,0,1,0.4925,-2.0075,0,0
0.032023,0.10084,0,0.99986,0.0013528,-0.003017,2.8384e-05,0,2.6433e-05,-7.1312e-08,0,0,0,0,1,0.495,-2.005,0,0
0.032021,0.10084,0,0.99986,0.0013723,-0.003017,2.8384e-05,0,2.6433e-05,-7.1312e-08,0,0,0,0,1,0.4975,-2.0025,0,0
0.032018,0.10084,0,0.99986,0.0013917,-0.0031316,2.894e-05,0,2.6873e-05,-6.2569e-08,0,0,0,0,1,0.5,-2,0,0
0.032016,0.10084,0,0.99986,0.0014114,-0.0031316,2.894e-05,0,2.6873e-05,-6.2569e-08,0,0,0,0,1,0.5025,-1.9975,0,0
0.032014,0.10085,0,0.99986,0.0014311,-0.0031316,2.894e-05,0,2.6873e-05,-6.2569e-08,0,0,0,0,1,0.505,-1.995,0,0
0.032012,0.10085,0,0.99985,0.0014511,-0.0031896,2.9138e-05,0,2.7011e-05,-7.5628e-08,0,0,0,0,1,0.5075,-1.9925,0,0
0.03201,0.10085,0,0.99985,0.0014711,-0.0033072,2.9697e-05,0,2.7448e-05,-6.8692e-08,0,0,0,0,1,0.51,-1.99,0,0
0.032008,0.10085,0,0.99985,0.0014913,-0.0033072,2.9697e-05,0,2.7448e-05,-6.8692e-08,0,0,0,0,1,0.5125,-1.9875,0,0
0.032005,0.10085,0,0.99985,0.0015116,-0.0033782,5.9829e-05,0,5.7537e-05,-2.2573e-07,0,0,0,0,1,0.515,-1.985,0,0
0.032003,0.10085,0,0.99985,0.001532,-0.0033967,3.0085e-05,0,2.7743e-05,-5.7313e-08,0,0,0,0,1,0.5175,-1.9825,0,0
0.032001,0.10086,0,0.99984,0.0015525,-0.0034571,3.0275e-05,0,2.7869e-05,-6.8942e-08,0,0,0,0,1,0.52,-1.98,0,0
0.031998,0.10086,0,0.99984,0.0015733,-0.0034571,3.0275e-05,0,2.7869e-05,-6.8942e-08,0,0,0,0,1,0.5225,-1.9775,0,0
0.031996,0.10086,0,0.99984,0.001594,-0.0034571,3.0275e-05,0,2.7869e-05,-6.8942e-08,0,0,0,0,1,0.525,-1.975,0,0
0.031994,0.10086,0,0.99984,0.001615,-0.0035792,3.0842e-05,0,2.8307e-05,-5.7421e-08,0,0,0,0,1,0.5275,-1.9725,0,0
0.031991,0.10086,0,0.99984,0.001636,-0.0036411,3.1038e-05,0,2.8437e-05,-7.2745e-08,0,0,0,0,1,0.53,-1.97,0,0
0.031989,0.10086,0,0.99983,0.0016573,-0.0036411,3.1038e-05,0,2.8437e-05,-7.2745e-08,0,0,0,0,1,0.5325,-1.9675,0,0
0.031986,0.10087,0,0.99983,0.0016786,-0.0037663,3.1613e-05,0,2.8878e-05,-5.7596e-08,0,0,0,0,1,0.535,-1.965,0,0
0.031984,0.10087,0,0.99983,0.0017001,-0.0037663,3.1613e-05,0,2.8878e-05,-5.7596e-08,0,0,0,0,1,0.5375,-1.9625,0,0
0.031981,0.10087,0,0.99983,0.0017216,-0.0037663,3.1613e-05,0,2.8878e-05,-5.7596e-08,0,0,0,0,1,0.54,-1.96,0,0
0.031979,0.10087,0,0.99983,0.0017434,-0.0038297,3.1815e-05,0,2.9013e-05,-7.66e-08,0,0,0,0,1,0.5425,-1.9575,0,0
0.031976,0.10087,0,0.99982,0.0017652,-0.0038718,6.3936e-05,0,6.1126e-05,-2.2397e-07,0,0,0,0,1,0.545,-1.955,0,0
0.031973,0.10088,0,0.99982,0.0017873,-0.0039258,3.2277e-05,0,2.9372e-05,-5.5723e-08,0,0,0,0,1,0.5475,-1.9525,0,0
0.031971,0.10088,0,0.99982,0.0018094,-0.0040556,3.2781e-05,0,2.9735e-05,-5.7021e-08,0,0,0,0,1,0.55,-1.95,0,0
0.031968,0.10088,0,0.99982,0.0018317,-0.0040556,3.2781e-05,0,2.9735e-05,-5.7021e-08,0,0,0,0,1,0.5525,-1.9475,0,0
0.031965,0.10088,0,0.99981,0.001854,-0.0041214,3.2983e-05,0,2.9865e-05,-7.3045e-08,0,0,0,0,1,0.555,-1.945,0,0
0.031962,0.10088,0,0.99981,0.0018767,-0.0041214,3.2983e-05,0,2.9865e-05,-7.3045e-08,0,0,0,0,1,0.5575,-1.9425,0,0
0.03196,0.10089,0,0.99981,0.0018993,-0.0041214,3.2983e-05,0,2.9865e-05,-7.3045e-08,0,0,0,0,1,0.56,-1.94,0,0
0.031957,0.10089,0,0.99981,0.0019221,-0.0042543,3.3567e-05,0,3.0304e-05,-5.641e-08,0,0,0,0,1,0.5625,-1.9375,0,0
0.031954,0.10089,0,0.99981,0.001945,-0.0042543,3.3567e-05,0,3.0304e-05,-5.641e-08,0,0,0,0,1,0.565,-1.935,0,0
0.031951,0.10089,0,0.9998,0.0019681,-0.0043217,3.3771e-05,0,3.0435e-05,-7.4363e-08,0,0,0,0,1,0.5675,-1.9325,0,0
0.031948,0.10089,0,0.9998,0.0019913,-0.0044578,3.436e-05,0,3.0876e-05,-5.6065e-08,0,0,0,0,1,0.57,-1.93,0,0
0.031945,0.10089,0,0.9998,0.0020147,-0.0044578,3.436e-05,0,3.0876e-05,-5.6065e-08,0,0,0,0,1,0.5725,-1.9275,0,0
0.031942,0.1009,0,0.9998,0.0020381,-0.0044578,3.436e-05,0,3.0876e-05,-5.6065e-08,0,0,0,0,1,0.575,-1.925,0,0
0.031939,0.1009,0,0.99979,0.0020618,-0.0045267,3.4567e-05,0,3.1007e-05,-7.492e-08,0,0,0,0,1,0.5775,-1.9225,0,0
0.031936,0.1009,0,0.99979,0.0020855,-0.004666,3.516e-05,0,3.1448e-05,-5.2972e-08,0,0,0,0,1,0.58,-1.92,0,0
0.031932,0.1009,0,0.99979,0.0021094,-0.004666,3.516e-05,0,3.1448e-05,-5.2972e-08,0,0,0,0,1,0.5825,-1.9175,0,0
0.031929,0.1009,0,0.99979,0.0021334,-0.0047365,3.5362e-05,0,3.1573e-05,-7.182e-08,0,0,0,0,1,0.585,-1.915,0,0
0.031926,0.10091,0,0.99978,0.0021576,-0.0047365,3.5362e-05,0,3.1573e-05,-7.182e-08,0,0,0,0,1,0.5875,-1.9125,0,0
0.031923,0.10091,0,0.99978,0.0021819,-0.0048791,3.597e-05,0,3.2024e-05,-5.3535e-08,0,0,0,0,1,0.59,-1.91,0,0
0.03192,0.10091,0,0.99978,0.0022064,-0.0048791,3.597e-05,0,3.2024e-05,-5.3535e-08,0,0,0,0,1,0.5925,-1.9075,0,0
0.031916,0.10091,0,0.99978,0.0022309,-0.0048791,3.597e-05,0,3.2024e-05,-5.3535e-08,0,0,0,0,1,0.595,-1.905,0,0
0.031913,0.10091,0,0.99977,0.0022557,-0.0049512,3.6178e-05,0,3.2155e-05,-7.6505e-08,0,0,0,0,1,0.5975,-1.9025,0,0
0.031909,0.10092,0,0.99977,0.0022805,-0.005097,3.6788e-05,0,3.2606e-05,-5.8313e-08,0,0,0,0,1,0.6,-1.9,0,0
0.031906,0.10092,0,0.99977,0.0023056,-0.005097,3.6788e-05,0,3.2606e-05,-5.8313e-08,0,0,0,0,1,0.6025,-1.8975,0,0
0.031903,0.10092,0,0.99977,0.0023307,-0.0051774,7.4014e-05,0,6.9798e-05,-2.3547e-07,0,0,0,0,1,0.605,-1.895,0,0
0.031899,0.10092,0,0.99976,0.002356,-0.0052078,3.7202e-05,0,3.29e-05,-5.4244e-08,0,0,0,0,1,0.6075,-1.8925,0,0
0.031896,0.10093,0,0.99976,0.0023813,-0.0052824,3.7404e-05,0,3.3021e-05,-6.6736e-08,0,0,0,0,1,0.61,-1.89,0,0
0.031892,0.10093,0,0.99976,0.0024069,-0.0052824,3.7404e-05,0,3.3021e-05,-6.6736e-08,0,0,0,0,1,0.6125,-1.8875,0,0
0.031888,0.10093,0,0.99976,0.0024326,-0.0052824,3.7404e-05,0,3.3021e-05,-6.6736e-08,0,0,0,0,1,0.615,-1.885,0,0
0.031885,0.10093,0,0.99975,0.0024585,-0.0054331,3.8029e-05,0,3.3482e-05,-4.9534e-08,0,0,0,0,1,0.6175,-1.8825,0,0
0.031881,0.10093,0,0.99975,0.0024844,-0.0054331,3.8029e-05,0,3.3482e-05,-4.9534e-08,0,0,0,0,1,0.62,-1.88,0,0
0.031877,0.10094,0,0.99975,0.0025106,-0.0055094,3.8235e-05,0,3.3606e-05,-7.4433e-08,0,0,0,0,1,0.6225,-1.8775,0,0
0.031873,0.10094,0,0.99975,0.0025368,-0.0056635,3.8867e-05,0,3.4074e-05,-5.0465e-08,0,0,0,0,1,0.625,-1.875,0,0
0.03187,0.10094,0,0.99974,0.0025633,-0.0056635,3.8867e-05,0,3.4074e-05,-5.0465e-08,0,0,0,0,1,0.6275,-1.8725,0,0
0.031866,0.10094,0,0.99974,0.0025898,-0.0057414,3.9076e-05,0,3.42e-05,-7.6185e-08,0,0,0,0,1,0.63,-1.87,0,0
0.031862,0.10094,0,0.99974,0.0026166,-0.0057414,3.9076e-05,0,3.42e-05,-7.6185e-08,0,0,0,0,1,0.6325,-1.8675,0,0
0.031858,0.10095,0,0.99974,0.0026434,-0.0057414,3.9076e-05,0,3.42e-05,-7.6185e-08,0,0,0,0,1,0.635,-1.865,0,0
0.031854,0.10095,0,0.99973,0.0026704,-0.0058989,3.9716e-05,0,3.4674e-05,-5.5593e-08,0,0,0,0,1,0.6375,-1.8625,0,0
0.03185,0.10095,0,0.99973,0.0026975,-0.0058989,3.9716e-05,0,3.4674e-05,-5.5593e-08,0,0,0,0,1,0.64,-1.86,0,0
0.031846,0.10095,0,0.99973,0.0027249,-0.0059785,3.9937e-05,0,3.4811e-05,-8.1188e-08,0,0,0,0,1,0.6425,-1.8575,0,0
0.031842,0.10096,0,0.99972,0.0027522,-0.0061394,4.0576e-05,0,3.5283e-05,-6.2186e-08,0,0,0,0,1,0.645,-1.855,0,0
0.031838,0.10096,0,0.99972,0.0027799,-0.0061394,4.0576e-05,0,3.5283e-05,-6.2186e-08,0,0,0,0,1,0.6475,-1.8525,0,0
0.031833,0.10096,0,0.99972,0.0028076,-0.0062244,8.1609e-05,0,7.6298e-05,-2.5027e-07,0,0,0,0,1,0.65,-1.85,0,0
0.031829,0.10096,0,0.99972,0.0028355,-0.0062616,4.1014e-05,0,3.5596e-05,-5.6871e-08,0,0,0,0,1,0.6525,-1.8475,0,0
0.031825,0.10096,0,0.99971,0.0028634,-0.0063438,4.1228e-05,0,3.5724e-05,-7.187e-08,0,0,0,0,1,0.655,-1.845,0,0
0.031821,0.10097,0,0.99971,0.0028917,-0.0063438,4.1228e-05,0,3.5724e-05,-7.187e-08,0,0,0,0,1,0.6575,-1.8425,0,0
0.031816,0.10097,0,0.99971,0.00292,-0.0063438,4.1228e-05,0,3.5724e-05,-7.187e-08,0,0,0,0,1,0.66,-1.84,0,0
0.031812,0.10097,0,0.99971,0.0029485,-0.0065099,4.1884e-05,0,3.6213e-05,-5.2433e-08,0,0,0,0,1,0.6625,-1.8375,0,0
0.031807,0.10097,0,0.9997,0.002977,-0.0065099,4.1884e-05,0,3.6213e-05,-5.2433e-08,0,0,0,0,1,0.665,-1.835,0,0
0.031803,0.10097,0,0.9997,0.0030059,-0.0065939,4.2101e-05,0,3.6346e-05,-8.0406e-08,0,0,0,0,1,0.6675,-1.8325,0,0
0.031798,0.10098,0,0.9997,0.0030348,-0.0067634,4.2769e-05,0,3.6847e-05,-5.9401e-08,0,0,0,0,1,0.67,-1.83,0,0
0.031794,0.10098,0,0.99969,0.0030639,-0.0067634,4.2769e-05,0,3.6847e-05,-5.9401e-08,0,0,0,0,1,0.6725,-1.8275,0,0
0.031789,0.10098,0,0.99969,0.0030931,-0.0068492,4.3001e-05,0,3.6994e-05,-8.781e-08,0,0,0,0,1,0.675,-1.825,0,0
0.031785,0.10098,0,0.99969,0.0031225,-0.0068492,4.3001e-05,0,3.6994e-05,-8.781e-08,0,0,0,0,1,0.6775,-1.8225,0,0
0.03178,0.10099,0,0.99968,0.003152,-0.0068492,4.3001e-05,0,3.6994e-05,-8.781e-08,0,0,0,0,1,0.68,-1.82,0,0
0.031775,0.10099,0,0.99968,0.0031818,-0.0070224,4.3668e-05,0,3.7495e-05,-6.6656e-08,0,0,0,0,1,0.6825,-1.8175,0,0
0.03177,0.10099,0,0.99968,0.0032117,-0.007111,8.7808e-05,0,8.1636e-05,-2.6689e-07,0,0,0,0,1,0.685,-1.815,0,0
0.031766,0.10099,0,0.99968,0.0032417,-0.0071538,4.4126e-05,0,3.7829e-05,-6.099e-08,0,0,0,0,1,0.6875,-1.8125,0,0
0.031761,0.10099,0,0.99967,0.0032717,-0.0072423,4.4346e-05,0,3.7966e-05,-7.6493e-08,0,0,0,0,1,0.69,-1.81,0,0
0.031756,0.101,0,0.99967,0.0033021,-0.0072423,4.4346e-05,0,3.7966e-05,-7.6493e-08,0,0,0,0,1,0.6925,-1.8075,0,0
0.031751,0.101,0,0.99967,0.0033325,-0.0072423,4.4346e-05,0,3.7966e-05,-7.6493e-08,0,0,0,0,1,0.695,-1.805,0,0
0.031746,0.101,0,0.99966,0.0033632,-0.0074209,4.5034e-05,0,3.8491e-05,-6.2271e-08,0,0,0,0,1,0.6975,-1.8025,0,0
0.031741,0.101,0,0.99966,0.0033939,-0.0075112,4.5271e-05,0,3.8646e-05,-9.2499e-08,0,0,0,0,1,0.7,-1.8,0,0
0.031736,0.10101,0,0.99966,0.0034249,-0.0075112,4.5271e-05,0,3.8646e-05,-9.2499e-08,0,0,0,0,1,0.7025,-1.7975,0,0
0.031731,0.10101,0,0.99965,0.003456,-0.0076935,4.5963e-05,0,3.9177e-05,-7.1287e-08,0,0,0,0,1,0.705,-1.795,0,0
0.031725,0.10101,0,0.99965,0.0034873,-0.0076935,4.5963e-05,0,3.9177e-05,-7.1287e-08,0,0,0,0,1,0.7075,-1.7925,0,0
0.03172,0.10101,0,0.99965,0.0035187,-0.0077848,9.2408e-05,0,8.5642e-05,-2.8167e-07,0,0,0,0,1,0.71,-1.79,0,0
0.031715,0.10101,0,0.99964,0.0035503,-0.0078318,4.6435e-05,0,3.953e-05,-6.5446e-08,0,0,0,0,1,0.7125,-1.7875,0,0
0.031709,0.10102,0,0.99964,0.0035819,-0.0079249,4.6662e-05,0,3.9678e-05,-8.2746e-08,0,0,0,0,1,0.715,-1.785,0,0
0.031704,0.10102,0,0.99964,0.0036139,-0.0079249,4.6662e-05,0,3.9678e-05,-8.2746e-08,0,0,0,0,1,0.7175,-1.7825,0,0
0.031699,0.10102,0,0.99964,0.0036459,-0.0079249,4.6662e-05,0,3.9678e-05,-8.2746e-08,0,0,0,0,1,0.72,-1.78,0,0
0.031693,0.10102,0,0.99963,0.0036782,-0.0081128,4.7375e-05,0,4.0237e-05,-6.647e-08,0,0,0,0,1,0.7225,-1.7775,0,0
0.031688,0.10103,0,0.99963,0.0037105,-0.0081128,4.7375e-05,0,4.0237e-05,-6.647e-08,0,0,0,0,1,0.725,-1.775,0,0
0.031682,0.10103,0,0.99963,0.0037431,-0.0082078,4.7617e-05,0,4.0402e-05,-9.9167e-08,0,0,0,0,1,0.7275,-1.7725,0,0
0.031676,0.10103,0,0.99962,0.0037758,-0.0083995,4.8329e-05,0,4.0965e-05,-7.4301e-08,0,0,0,0,1,0.73,-1.77,0,0
0.031671,0.10103,0,0.99962,0.0038087,-0.0083995,4.8329e-05,0,4.0965e-05,-7.4301e-08,0,0,0,0,1,0.7325,-1.7675,0,0
0.031665,0.10104,0,0.99962,0.0038416,-0.0084964,4.8582e-05,0,4.1144e-05,-1.0443e-07,0,0,0,0,1,0.735,-1.765,0,0
0.031659,0.10104,0,0.99961,0.0038749,-0.0084964,4.8582e-05,0,4.1144e-05,-1.0443e-07,0,0,0,0,1,0.7375,-1.7625,0,0
0.031653,0.10104,0,0.99961,0.0039083,-0.0084964,4.8582e-05,0,4.1144e-05,-1.0443e-07,0,0,0,0,1,0.74,-1.76,0,0
0.031648,0.10104,0,0.99961,0.0039419,-0.008692,4.9301e-05,0,4.1719e-05,-7.1719e-08,0,0,0,0,1,0.7425,-1.7575,0,0
0.031642,0.10104,0,0.9996,0.0039755,-0.0087908,4.9546e-05,0,4.1894e-05,-1.0285e-07,0,0,0,0,1,0.745,-1.755,0,0
0.031636,0.10105,0,0.9996,0.0040094,-0.0087908,4.9546e-05,0,4.1894e-05,-1.0285e-07,0,0,0,0,1,0.7475,-1.7525,0,0
0.03163,0.10105,0,0.9996,0.0040434,-0.0089903,5.0286e-05,0,4.2497e-05,-7.507e-08,0,0,0,0,1,0.75,-1.75,0,0
0.031624,0.10105,0,0.99959,0.0040777,-0.0089903,5.0286e-05,0,4.2497e-05,-7.507e-08,0,0,0,0,1,0.7525,-1.7475,0,0
0.031618,0.10105,0,0.99959,0.0041119,-0.0090911,5.054e-05,0,4.2685e-05,-1.122e-07,0,0,0,0,1,0.755,-1.745,0,0
0.031611,0.10105,0,0.99959,0.0041466,-0.0090911,5.054e-05,0,4.2685e-05,-1.122e-07,0,0,0,0,1,0.7575,-1.7425,0,0
0.031605,0.10106,0,0.99958,0.0041813,-0.0092945,5.1284e-05,0,4.33e-05,-8.5479e-08,0,0,0,0,1,0.76,-1.74,0,0
0.031599,0.10106,0,0.99958,0.0042162,-0.0092945,5.1284e-05,0,4.33e-05,-8.5479e-08,0,0,0,0,1,0.7625,-1.7375,0,0
0.031592,0.10106,0,0.99957,0.0042512,-0.0092945,5.1284e-05,0,4.33e-05,-8.5479e-08,0,0,0,0,1,0.765,-1.735,0,0
0.031586,0.10106,0,0.99957,0.0042865,-0.0093974,5.1546e-05,0,4.3501e-05,-1.1461e-07,0,0,0,0,1,0.7675,-1.7325,0,0
0.03158,0.10107,0,0.99957,0.0043218,-0.0096048,5.2293e-05,0,4.4129e-05,-1.0929e-07,0,0,0,0,1,0.77,-1.73,0,0
0.031573,0.10107,0,0.99956,0.0043576,-0.0096048,5.2293e-05,0,4.4129e-05,-1.0929e-07,0,0,0,0,1,0.7725,-1.7275,0,0
0.031567,0.10107,0,0.99956,0.0043933,-0.009703,0.00010513,0,9.7054e-05,-3.2802e-07,0,0,0,0,1,0.775,-1.725,0,0
0.03156,0.10107,0,0.99956,0.0044292,-0.0097622,5.2815e-05,0,4.4567e-05,-8.0695e-08,0,0,0,0,1,0.7775,-1.7225,0,0
0.031553,0.10107,0,0.99955,0.0044652,-0.0097622,5.2815e-05,0,4.4567e-05,-8.0695e-08,0,0,0,0,1,0.78,-1.72,0,0
0.031547,0.10108,0,0.99955,0.0045016,-0.0098681,5.306e-05,0,4.4756e-05,-1.0904e-07,0,0,0,0,1,0.7825,-1.7175,0,0
0.03154,0.10108,0,0.99955,0.004538,-0.010082,5.384e-05,0,4.5435e-05,-8.8931e-08,0,0,0,0,1,0.785,-1.715,0,0
0.031533,0.10108,0,0.99954,0.0045747,-0.010082,5.384e-05,0,4.5435e-05,-8.8931e-08,0,0,0,0,1,0.7875,-1.7125,0,0
0.031526,0.10108,0,0.99954,0.0046113,-0.01019,5.4106e-05,0,4.5653e-05,-1.2853e-07,0,0,0,0,1,0.79,-1.71,0,0
0.031519,0.10108,0,0.99954,0.0046485,-0.01019,5.4106e-05,0,4.5653e-05,-1.2853e-07,0,0,0,0,1,0.7925,-1.7075,0,0
0.031512,0.10109,0,0.99953,0.0046856,-0.010407,5.4886e-05,0,4.6344e-05,-1.0035e-07,0,0,0,0,1,0.795,-1.705,0,0
0.031505,0.10109,0,0.99953,0.004723,-0.010407,5.4886e-05,0,4.6344e-05,-1.0035e-07,0,0,0,0,1,0.7975,-1.7025,0,0
0.031498,0.10109,0,0.99952,0.0047604,-0.010517,5.5161e-05,0,4.6577e-05,-1.3319e-07,0,0,0,0,1,0.8,-1.7,0,0
0.031491,0.10109,0,0.99952,0.0047982,-0.010517,5.5161e-05,0,4.6577e-05,-1.3319e-07,0,0,0,0,1,0.8025,-1.6975,0,0
0.031484,0.1011,0,0.99952,0.004836,-0.010517,5.5161e-05,0,4.6577e-05,-1.3319e-07,0,0,0,0,1,0.805,-1.695,0,0
0.031477,0.1011,0,0.99951,0.0048742,-0.010739,5.6115e-05,0,4.7457e-05,-1.2509e-07,0,0,0,0,1,0.8075,-1.6925,0,0
0.031469,0.1011,0,0.99951,0.0049123,-0.010739,5.6115e-05,0,4.7457e-05,-1.2509e-07,0,0,0,0,1,0.81,-1.69,0,0
0.031462,0.1011,0,0.9995,0.0049508,-0.010852,5.6426e-05,0,4.7734e-05,-1.5315e-07,0,0,0,0,1,0.8125,-1.6875,0,0
0.031455,0.1011,0,0.9995,0.0049893,-0.010898,0.00011291,0,0.00010437,-3.4692e-07,0,0,0,0,1,0.815,-1.685,0,0
0.031447,0.10111,0,0.9995,0.0050283,-0.011021,5.6741e-05,0,4.8004e-05,-1.0007e-07,0,0,0,0,1,0.8175,-1.6825,0,0
0.03144,0.10111,0,0.99949,0.0050673,-0.011249,5.7571e-05,0,4.8783e-05,-1.0828e-07,0,0,0,0,1,0.82,-1.68,0,0
0.031432,0.10111,0,0.99949,0.0051065,-0.011249,5.7571e-05,0,4.8783e-05,-1.0828e-07,0,0,0,0,1,0.8225,-1.6775,0,0
0.031424,0.10111,0,0.99949,0.0051457,-0.011249,5.7571e-05,0,4.8783e-05,-1.0828e-07,0,0,0,0,1,0.825,-1.675,0,0
0.031417,0.10111,0,0.99948,0.0051854,-0.011365,5.7849e-05,0,4.904e-05,-1.4868e-07,0,0,0,0,1,0.8275,-1.6725,0,0
0.031409,0.10112,0,0.99948,0.0052251,-0.011598,5.8672e-05,0,4.9832e-05,-1.2983e-07,0,0,0,0,1,0.83,-1.67,0,0
