"Damage","Displacement:0","Displacement:1","Displacement:2","Pressure","F33","J","Nominal Stress:0","Nominal Stress:1","Nominal Stress:2","Nominal Stress:3","Nominal Stress:4","Nominal Stress:5","Nominal Stress:6","Nominal Stress:7","Nominal Stress:8","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.27247,0.77504,0.35843,0,-0.02753,0.98986,0.95837,-0.0011131,-0.00051879,0,-0.00012777,0.029556,0,0,0,0,1,0,-3,0.01,0
0.27254,0.77501,0.35847,0,-0.026767,0.99015,0.75633,-0.0014559,-0.0023286,0,-0.0019896,0.029373,0,0,0,0,1,0.00301,-2.997,0.01,0
0.27261,0.77498,0.35849,0,-0.026267,0.99034,0.84324,-0.0010276,-0.0021572,0,-0.0019811,0.02689,0,0,0,0,1,0.0060201,-2.994,0.01,0
0.27285,0.77495,0.3585,0,-0.026282,0.99031,0.84712,-0.001004,-0.0012435,0,-0.0010916,0.025993,0,0,0,0,1,0.0090301,-2.991,0.01,0
0.27475,0.77492,0.35851,0,-0.027202,0.99001,0.93613,0.00030029,-0.0015746,0,-0.0014467,0.026834,0,0,0,0,1,0.01204,-2.988,0.01,0
0.27328,0.77489,0.35852,0,-0.027041,0.99001,0.81933,0.0027523,-0.0015483,0,-0.0014368,0.028108,0,0,0,0,1,0.01505,-2.985,0.01,0
0.27302,0.77487,0.35853,0,-0.027179,0.98997,0.87247,0.0037836,-0.0011666,0,-0.0011117,0.026857,0,0,0,0,1,0.01806,-2.9819,0.01,0
0.27427,0.77485,0.35853,0,-0.028482,0.98952,0.89511,0.0040376,-0.0010865,0,-0.0010282,0.026995,0,0,0,0,1,0.02107,-2.9789,0.01,0
0.27454,0.77482,0.35853,0,-0.029612,0.98911,1.0525,0.0025313,-0.00052191,0,-0.000477,0.027448,0,0,0,0,1,0.02408,-2.9759,0.01,0
0.27431,0.7748,0.35854,0,-0.029841,0.98901,0.86872,0.0030526,-0.00058425,0,-0.00054017,0.027499,0,0,0,0,1,0.02709,-2.9729,0.01,0
0.27426,0.77478,0.35854,0,-0.02994,0.98895,0.54989,0.0052748,-0.00048099,0,-0.00046187,0.028798,0,0,0,0,1,0.0301,-2.9699,0.01,0
0.2747,0.77476,0.35854,0,-0.030212,0.98888,0.84509,0.0054135,-8.8282e-05,0,-5.442e-05,0.028811,0,0,0,0,1,0.03311,-2.9669,0.01,0
0.27489,0.77474,0.35854,0,-0.030211,0.98885,0.75306,0.0043465,-0.00040252,0,-0.00038979,0.026566,0,0,0,0,1,0.03612,-2.9639,0.01,0
0.27423,0.77472,0.35854,0,-0.030315,0.98882,0.74654,0.005825,-0.00045756,0,-0.00044269,0.02766,0,0,0,0,1,0.03913,-2.9609,0.01,0
0.27433,0.7747,0.35854,0,-0.030718,0.98868,0.75311,0.0060418,-4.4956e-05,0,-4.5964e-05,0.029008,0,0,0,0,1,0.04214,-2.9579,0.01,0
0.27423,0.77468,0.35854,0,-0.030755,0.98868,0.91148,0.0061901,-7.1193e-05,0,-6.9337e-05,0.028053,0,0,0,0,1,0.04515,-2.9548,0.01,0
0.27353,0.77466,0.35854,0,-0.03041,0.98879,0.82238,0.0051113,-1.9819e-05,0,-2.4003e-05,0.026014,0,0,0,0,1,0.04816,-2.9518,0.01,0
0.27426,0.77465,0.35854,0,-0.030948,0.98862,0.72871,0.0053817,-0.00087205,0,-0.00090444,0.026809,0,0,0,0,1,0.05117,-2.9488,0.01,0
0.27398,0.77463,0.35853,0,-0.031416,0.98841,0.78793,0.0054945,-0.0010701,0,-0.0011192,0.027753,0,0,0,0,1,0.05418,-2.9458,0.01,0
0.27621,0.77461,0.35853,0,-0.032805,0.98796,0.8113,0.0058555,-0.00044509,0,-0.00047609,0.0279,0,0,0,0,1,0.05719,-2.9428,0.01,0
0.27897,0.7746,0.35852,0,-0.034402,0.98747,0.81634,0.008155,-0.00033979,0,-0.00040293,0.028438,0,0,0,0,1,0.0602,-2.9398,0.01,0
0.28277,0.77458,0.35851,0,-0.036779,0.98661,0.87069,0.0086622,-0.0013314,0,-0.0014404,0.030389,0,0,0,0,1,0.06321,-2.9368,0.01,0
0.28799,0.77456,0.3585,0,-0.04003,0.98545,0.7685,0.0092102,-0.001398,0,-0.0015574,0.036216,0,0,0,0,1,0.06622,-2.9338,0.01,0
0.29912,0.77454,0.35849,0,-0.045127,0.98406,0.82383,0.0096896,-0.00072953,0,-0.00084551,0.037798,0,0,0,0,1,0.06923,-2.9308,0.01,0
0.31206,0.77452,0.35848,0,-0.04799,0.98309,0.81384,0.0081788,0.0016819,0,0.0016863,0.034247,0,0,0,0,1,0.07224,-2.9278,0.01,0
0.32592,0.7745,0.35849,0,-0.048623,0.98256,1.0917,0.010017,0.0016793,0,0.0016718,0.034591,0,0,0,0,1,0.07525,-2.9248,0.01,0
