"Damage","Displacement:0","Displacement:1","Displacement:2","Pressure","F33","J","Nominal Stress:0","Nominal Stress:1","Nominal Stress:2","Nominal Stress:3","Nominal Stress:4","Nominal Stress:5","Nominal Stress:6","Nominal Stress:7","Nominal Stress:8","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.24342,0.77382,0.35855,0,-0.030249,0.98855,0.92425,0.0082477,0.00065585,0,0.00076312,0.027456,0,0,0,0,1,0.21,-2.79,0.0107,0
0.24085,0.7738,0.35856,0,-0.029085,0.98894,0.85059,0.0072495,0.00050388,0,0.00060279,0.027434,0,0,0,0,1,0.213,-2.787,0.01071,0
0.24076,0.77379,0.35857,0,-0.029006,0.98899,1.0187,0.0070395,1.2585e-05,0,8.3697e-05,0.027388,0,0,0,0,1,0.216,-2.784,0.01072,0
0.23982,0.77378,0.35858,0,-0.028453,0.98917,0.91752,0.006801,1.2035e-05,0,7.9568e-05,0.026808,0,0,0,0,1,0.219,-2.781,0.01073,0
0.24053,0.77376,0.35859,0,-0.028773,0.98907,0.99268,0.0068226,-0.00013543,0,-7.8052e-05,0.027259,0,0,0,0,1,0.222,-2.778,0.01074,0
0.23921,0.77375,0.35859,0,-0.028409,0.98917,0.85842,0.006752,-0.00013791,0,-8.1617e-05,0.027048,0,0,0,0,1,0.225,-2.775,0.01075,0
0.23921,0.77373,0.3586,0,-0.02861,0.98909,0.92567,0.0065048,0.00013854,0,0.00019737,0.027472,0,0,0,0,1,0.228,-2.772,0.01076,0
0.23847,0.77371,0.3586,0,-0.028386,0.98918,0.94029,0.006678,-1.6072e-05,0,3.5849e-05,0.027594,0,0,0,0,1,0.231,-2.769,0.01077,0
0.23857,0.7737,0.35861,0,-0.028473,0.98915,0.9852,0.0062963,0.00036487,0,0.00042962,0.027397,0,0,0,0,1,0.234,-2.766,0.01078,0
0.23678,0.77368,0.35861,0,-0.027918,0.98934,0.99179,0.0063551,-0.00014542,0,-0.00010613,0.027452,0,0,0,0,1,0.237,-2.763,0.01079,0
0.23651,0.77367,0.35862,0,-0.027917,0.98933,0.91686,0.0056861,0.00024211,0,0.00028831,0.028367,0,0,0,0,1,0.24,-2.76,0.0108,0
0.23511,0.77365,0.35862,0,-0.027137,0.98961,0.81641,0.0063915,0.00062568,0,0.00068521,0.026884,0,0,0,0,1,0.243,-2.757,0.01081,0
0.23576,0.77364,0.35863,0,-0.027461,0.98952,0.98841,0.0063503,-0.00035563,0,-0.00032911,0.026897,0,0,0,0,1,0.246,-2.754,0.01082,0
0.23487,0.77362,0.35863,0,-0.027232,0.98959,0.91913,0.0063459,-0.00014555,0,-0.00011447,0.026587,0,0,0,0,1,0.249,-2.751,0.01083,0
0.23463,0.77361,0.35863,0,-0.027422,0.98949,0.85741,0.006432,-0.00019207,0,-0.00015694,0.026828,0,0,0,0,1,0.252,-2.748,0.01084,0
0.23378,0.77359,0.35864,0,-0.027567,0.98943,0.87142,0.0059699,-0.00042483,0,-0.00040464,0.028018,0,0,0,0,1,0.255,-2.745,0.01085,0
0.2336,0.77357,0.35864,0,-0.027692,0.98941,0.94054,0.0054558,8.8647e-05,0,0.00011872,0.028689,0,0,0,0,1,0.258,-2.742,0.01086,0
0.23215,0.77356,0.35864,0,-0.026977,0.98965,0.92755,0.0060613,0.00052068,0,0.00055699,0.026729,0,0,0,0,1,0.261,-2.739,0.01087,0
0.23163,0.77354,0.35865,0,-0.026512,0.98982,0.93129,0.0056236,0.00027381,0,0.00030551,0.027063,0,0,0,0,1,0.264,-2.736,0.01088,0
0.23122,0.77353,0.35865,0,-0.026543,0.9898,1.0286,0.0062148,-0.00032345,0,-0.00030516,0.026181,0,0,0,0,1,0.267,-2.733,0.01089,0
0.23078,0.77351,0.35865,0,-0.026689,0.98974,0.83905,0.0054696,-0.00012339,0,-9.8911e-05,0.02786,0,0,0,0,1,0.27,-2.73,0.0109,0
0.23042,0.7735,0.35865,0,-0.026705,0.98974,0.98393,0.0062867,7.0822e-05,0,9.4987e-05,0.026884,0,0,0,0,1,0.273,-2.727,0.01091,0
0.23039,0.77348,0.35865,0,-0.027001,0.98961,0.86609,0.0063757,-0.00044822,0,-0.00043613,0.027113,0,0,0,0,1,0.276,-2.724,0.01092,0
0.22871,0.77347,0.35866,0,-0.026775,0.98967,0.93704,0.0062154,-0.00019229,0,-0.00017612,0.027106,0,0,0,0,1,0.279,-2.721,0.01093,0
0.22939,0.77345,0.35866,0,-0.027333,0.98949,1.0069,0.0062595,0.00027881,0,0.00030846,0.027832,0,0,0,0,1,0.282,-2.718,0.01094,0
0.22778,0.77343,0.35866,0,-0.026802,0.98966,0.95036,0.0061678,1.3227e-05,0,2.9367e-05,0.02746,0,0,0,0,1,0.285,-2.715,0.01095,0
0.22912,0.77342,0.35866,0,-0.027177,0.98954,0.99966,0.0056057,-0.00013342,0,-0.00011973,0.028399,0,0,0,0,1,0.288,-2.712,0.01096,0
0.22665,0.7734,0.35866,0,-0.026446,0.98976,0.89533,0.0060847,-1.5606e-05,0,-2.6255e-06,0.027381,0,0,0,0,1,0.291,-2.709,0.01097,0
0.22747,0.77339,0.35867,0,-0.026585,0.98976,0.97897,0.0063577,0.00027654,0,0.00029648,0.026794,0,0,0,0,1,0.294,-2.706,0.01098,0
0.22723,0.77337,0.35867,0,-0.026456,0.9898,1.0364,0.0063652,-0.0001392,0,-0.00013159,0.026423,0,0,0,0,1,0.297,-2.703,0.01099,0
0.22613,0.77336,0.35867,0,-0.026407,0.98978,0.92261,0.0063657,-0.00010835,0,-9.4014e-05,0.026881,0,0,0,0,1,0.3,-2.7,0.011,0
0.22605,0.77334,0.35867,0,-0.026602,0.98972,1.0471,0.0056174,-0.00021895,0,-0.00021038,0.028317,0,0,0,0,1,0.303,-2.697,0.01101,0
0.22626,0.77332,0.35867,0,-0.026807,0.98962,0.95555,0.0062048,0.00010244,0,0.00011851,0.027656,0,0,0,0,1,0.306,-2.694,0.01102,0
0.22517,0.77331,0.35867,0,-0.026309,0.9898,0.90811,0.0055195,0.0003119,0,0.00032842,0.027743,0,0,0,0,1,0.309,-2.691,0.01103,0
0.22427,0.77329,0.35868,0,-0.025881,0.98996,0.79604,0.0062967,0.00016862,0,0.00017939,0.026712,0,0,0,0,1,0.312,-2.688,0.01104,0
0.22441,0.77328,0.35868,0,-0.025567,0.99008,0.87009,0.00557,0.00018331,0,0.00019777,0.026679,0,0,0,0,1,0.315,-2.685,0.01105,0
0.22484,0.77326,0.35868,0,-0.025862,0.98999,0.97567,0.0061069,-0.00045687,0,-0.00046474,0.026485,0,0,0,0,1,0.318,-2.682,0.01106,0
0.22398,0.77325,0.35868,0,-0.025888,0.98997,1.0391,0.0055783,-0.00013703,0,-0.00013271,0.027523,0,0,0,0,1,0.321,-2.679,0.01107,0
0.22368,0.77323,0.35868,0,-0.026151,0.98985,0.83722,0.0061043,-0.00027636,0,-0.00027832,0.026968,0,0,0,0,1,0.324,-2.676,0.01108,0
0.22248,0.77322,0.35868,0,-0.02615,0.98985,1.0272,0.0055159,0.00012308,0,0.00013098,0.02827,0,0,0,0,1,0.327,-2.673,0.01109,0
0.22252,0.7732,0.35868,0,-0.026273,0.98981,1.0365,0.0062869,0.00067962,0,0.00069565,0.027653,0,0,0,0,1,0.33,-2.67,0.0111,0
0.22152,0.77318,0.35868,0,-0.025764,0.98999,1.0143,0.0057143,0.00038656,0,0.00039161,0.027808,0,0,0,0,1,0.333,-2.667,0.01111,0
0.2212,0.77317,0.35868,0,-0.02565,0.99003,1.0204,0.0056749,4.307e-05,0,4.5812e-05,0.027469,0,0,0,0,1,0.336,-2.664,0.01112,0
0.21982,0.77315,0.35868,0,-0.025411,0.99009,0.90111,0.0057005,-0.00037524,0,-0.0003789,0.027155,0,0,0,0,1,0.339,-2.661,0.01113,0
0.22042,0.77314,0.35868,0,-0.026151,0.98982,0.95797,0.0062166,-4.9591e-05,0,-5.1003e-05,0.027692,0,0,0,0,1,0.342,-2.658,0.01114,0
0.21922,0.77312,0.35868,0,-0.025897,0.9899,0.99029,0.0055523,0.00032115,0,0.00032909,0.028481,0,0,0,0,1,0.345,-2.655,0.01115,0
0.21972,0.77311,0.35868,0,-0.025924,0.9899,0.94597,0.0057133,-5.8573e-05,0,-6.5121e-05,0.027863,0,0,0,0,1,0.348,-2.652,0.01116,0
0.21778,0.77309,0.35868,0,-0.025482,0.99005,0.9107,0.0056428,2.3804e-06,0,-4.9773e-06,0.027955,0,0,0,0,1,0.351,-2.649,0.01117,0
0.21814,0.77308,0.35868,0,-0.025513,0.99004,0.94362,0.0056538,7.5899e-05,0,7.2248e-05,0.027792,0,0,0,0,1,0.354,-2.646,0.01118,0
0.21656,0.77306,0.35868,0,-0.024999,0.99022,0.92501,0.0056748,0.00013171,0,0.00012616,0.027325,0,0,0,0,1,0.357,-2.643,0.01119,0
0.21639,0.77305,0.35868,0,-0.025012,0.99022,0.94038,0.0057042,-6.9234e-05,0,-7.654e-05,0.027421,0,0,0,0,1,0.36,-2.64,0.0112,0
0.21543,0.77303,0.35868,0,-0.024961,0.99021,0.94552,0.0055568,-9.0241e-05,0,-9.4484e-05,0.027473,0,0,0,0,1,0.363,-2.637,0.01121,0
0.216,0.77301,0.35868,0,-0.025364,0.99008,0.96392,0.0063303,0.00028209,0,0.00027811,0.027374,0,0,0,0,1,0.366,-2.634,0.01122,0
0.21549,0.773,0.35868,0,-0.024955,0.99022,0.97874,0.0056974,9.5031e-05,0,8.4815e-05,0.026829,0,0,0,0,1,0.369,-2.631,0.01123,0
0.21518,0.77298,0.35867,0,-0.02527,0.99011,1.0385,0.0064673,5.0688e-05,0,3.6902e-05,0.027223,0,0,0,0,1,0.372,-2.628,0.01124,0
0.21435,0.77297,0.35867,0,-0.02518,0.99012,1.0021,0.0057383,-0.00014436,0,-0.00016242,0.027817,0,0,0,0,1,0.375,-2.625,0.01125,0
0.2161,0.77295,0.35867,0,-0.025794,0.98991,0.99837,0.0057387,-0.00025923,0,-0.00028725,0.028341,0,0,0,0,1,0.378,-2.622,0.01126,0
0.21447,0.77294,0.35867,0,-0.025293,0.99009,0.96439,0.0059035,0.00011419,0,9.9262e-05,0.028026,0,0,0,0,1,0.381,-2.619,0.01127,0
0.21569,0.77292,0.35867,0,-0.025596,0.98997,0.99281,0.0059125,0.00021793,0,0.00020105,0.028234,0,0,0,0,1,0.384,-2.616,0.01128,0
0.21492,0.77291,0.35867,0,-0.025235,0.99011,0.96937,0.0059671,0.00016374,0,0.00014458,0.027729,0,0,0,0,1,0.387,-2.613,0.01129,0
0.21385,0.77289,0.35866,0,-0.025201,0.99012,1.0042,0.0066723,-0.00040063,0,-0.00043502,0.026808,0,0,0,0,1,0.39,-2.61,0.0113,0
0.21262,0.77288,0.35866,0,-0.025252,0.99005,0.91989,0.0059678,-0.00023107,0,-0.00025857,0.028073,0,0,0,0,1,0.393,-2.607,0.01131,0
0.21224,0.77286,0.35866,0,-0.02549,0.98996,0.91126,0.0060106,6.3931e-05,0,3.4538e-05,0.028231,0,0,0,0,1,0.396,-2.604,0.01132,0
0.21095,0.77285,0.35865,0,-0.025378,0.99,1.0075,0.0061134,0.00023852,0,0.00020652,0.028881,0,0,0,0,1,0.399,-2.601,0.01133,0
0.20996,0.77283,0.35865,0,-0.024964,0.99015,1.01,0.0069155,0.00032088,0,0.00029232,0.02683,0,0,0,0,1,0.402,-2.598,0.01134,0
0.20943,0.77282,0.35865,0,-0.024841,0.99018,0.97163,0.0065488,-8.4869e-05,0,-0.00012821,0.027265,0,0,0,0,1,0.405,-2.595,0.01135,0
0.20929,0.7728,0.35864,0,-0.025135,0.99005,0.94493,0.0072739,-0.00068279,0,-0.00074304,0.026741,0,0,0,0,1,0.408,-2.592,0.01136,0
0.21061,0.77279,0.35864,0,-0.025938,0.98976,0.97817,0.0070228,-0.00059758,0,-0.00065547,0.028004,0,0,0,0,1,0.411,-2.589,0.01137,0
0.21322,0.77278,0.35863,0,-0.027154,0.98933,0.97728,0.0073786,-0.0007442,0,-0.00082132,0.028444,0,0,0,0,1,0.414,-2.586,0.01138,0
0.21568,0.77276,0.35862,0,-0.028974,0.98864,0.99119,0.0084427,-0.0016854,0,-0.0017901,0.030958,0,0,0,0,1,0.417,-2.583,0.01139,0
0.22269,0.77275,0.3586,0,-0.032399,0.98741,0.96523,0.0084327,-0.0023149,0,-0.0024276,0.033226,0,0,0,0,1,0.42,-2.58,0.0114,0
0.2299,0.77273,0.35859,0,-0.035762,0.98626,1.0077,0.0084726,-0.0011636,0,-0.0012751,0.03853,0,0,0,0,1,0.423,-2.577,0.01141,0
0.24039,0.77271,0.35859,0,-0.03789,0.98548,0.99526,0.0088276,0.0020858,0,0.0020842,0.038708,0,0,0,0,1,0.426,-2.574,0.01142,0
0.24997,0.77269,0.35859,0,-0.036877,0.9856,1.2166,0.0091684,0.0027562,0,0.0027717,0.033653,0,0,0,0,1,0.429,-2.571,0.01143,0
0.25928,0.77268,0.3586,0,-0.036198,0.98664,0.95893,0.010385,0.0025688,0,0.002617,0.029951,0,0,0,0,1,0.432,-2.568,0.01144,0
0.26433,0.77266,0.35861,0,-0.034707,0.98717,1.0437,0.0090999,0.0012533,0,0.0012848,0.029172,0,0,0,0,1,0.435,-2.565,0.01145,0
0.26782,0.77265,0.35862,0,-0.034286,0.98762,0.89393,0.0091844,0.0014104,0,0.0014646,0.02806,0,0,0,0,1,0.438,-2.562,0.01146,0
0.26933,0.77264,0.35862,0,-0.033514,0.98756,1.1004,0.0083536,0.00063911,0,0.00066429,0.028176,0,0,0,0,1,0.441,-2.559,0.01147,0
0.27117,0.77262,0.35863,0,-0.033448,0.98775,1.0296,0.0080838,0.00049254,0,0.00051209,0.028639,0,0,0,0,1,0.444,-2.556,0.01148,0
0.27149,0.77261,0.35863,0,-0.03296,0.98783,1.1091,0.0080659,0.0001122,0,0.00012373,0.027106,0,0,0,0,1,0.447,-2.553,0.01149,0
0.27106,0.77259,0.35863,0,-0.033017,0.98791,1.037,0.0082481,0.00014222,0,0.00015409,0.027537,0,0,0,0,1,0.45,-2.55,0.0115,0
0.27183,0.77258,0.35863,0,-0.033279,0.98782,1.0192,0.007687,-2.3124e-05,0,-1.2094e-05,0.028659,0,0,0,0,1,0.453,-2.547,0.01151,0
0.27057,0.77257,0.35863,0,-0.032688,0.98794,1.0666,0.0075638,0.00027737,0,0.00028885,0.028287,0,0,0,0,1,0.456,-2.544,0.01152,0
0.27003,0.77255,0.35864,0,-0.032197,0.98814,1.0729,0.0075661,0.00015251,0,0.0001562,0.027445,0,0,0,0,1,0.459,-2.541,0.01153,0
0.2705,0.77254,0.35864,0,-0.032255,0.98814,1.0298,0.0074157,0.00018795,0,0.00019529,0.027862,0,0,0,0,1,0.462,-2.538,0.01154,0
0.26937,0.77252,0.35864,0,-0.031857,0.98847,0.89993,0.0076057,-0.00014301,0,-0.00014931,0.02708,0,0,0,0,1,0.465,-2.535,0.01155,0
0.26995,0.77251,0.35864,0,-0.032682,0.98816,0.94512,0.007909,-0.0010264,0,-0.0010712,0.027039,0,0,0,0,1,0.468,-2.532,0.01156,0
0.26801,0.77249,0.35864,0,-0.032202,0.98819,1.0122,0.0073876,6.5216e-05,0,4.8178e-05,0.028556,0,0,0,0,1,0.471,-2.529,0.01157,0
