"Damage","Displacement:0","Displacement:1","Displacement:2","Pressure","F33","J","Nominal Stress:0","Nominal Stress:1","Nominal Stress:2","Nominal Stress:3","Nominal Stress:4","Nominal Stress:5","Nominal Stress:6","Nominal Stress:7","Nominal Stress:8","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.67358,0.77519,0.35815,0,-0.14371,0.97251,-1.7107,-0.001626,0.0016268,0,0.002776,0.029028,0,0,0,0,1,0,-3,0.004,0
0.67254,0.77511,0.35825,0,-0.13834,0.97521,15.221,0.00032951,-0.0019387,0,-0.0017282,0.023353,0,0,0,0,1,0.00301,-2.997,0.004,0
0.67701,0.77505,0.35823,0,-0.15599,0.9715,6.2248,0.002331,0.00020618,0,0.00055603,0.030814,0,0,0,0,1,0.0060201,-2.994,0.004,0
0.67912,0.775,0.35827,0,-0.15788,0.97304,17.478,0.0025871,0.00025261,0,0.00053464,0.039163,0,0,0,0,1,0.0090301,-2.991,0.004,0
0.67633,0.77496,0.3583,0,-0.15191,0.97644,15.694,0.0029006,-0.00077339,0,-0.00087418,0.028235,0,0,0,0,1,0.01204,-2.988,0.004,0
0.67663,0.77492,0.35829,0,-0.15618,0.97232,11.598,0.0043677,0.00060169,0,0.00081094,0.026253,0,0,0,0,1,0.01505,-2.985,0.004,0
0.67581,0.77489,0.35832,0,-0.15489,0.97586,20.148,0.0045718,0.00034425,0,0.00044195,0.022929,0,0,0,0,1,0.01806,-2.9819,0.004,0
0.67731,0.77486,0.35832,0,-0.15836,0.97287,15.677,0.003222,-0.0007659,0,-0.00091783,0.025143,0,0,0,0,1,0.02107,-2.9789,0.004,0
0.67685,0.77484,0.35828,0,-0.16877,0.96724,-1.2694,0.0038697,0.0016339,0,0.0020393,0.036955,0,0,0,0,1,0.02408,-2.9759,0.004,0
0.67781,0.77481,0.35831,0,-0.16727,0.9727,17.669,0.0038616,-0.0012434,0,-0.001347,0.037545,0,0,0,0,1,0.02709,-2.9729,0.004,0
0.67973,0.77479,0.35833,0,-0.16493,0.97089,11.401,0.004486,-0.0026165,0,-0.0030145,0.028406,0,0,0,0,1,0.0301,-2.9699,0.004,0
0.67949,0.77476,0.3583,0,-0.16679,0.96796,7.7164,0.005945,0.0021667,0,0.002392,0.028428,0,0,0,0,1,0.03311,-2.9669,0.004,0
