"Damage","Displacement:0","Displacement:1","Displacement:2","Pressure","F33","J","Nominal Stress:0","Nominal Stress:1","Nominal Stress:2","Nominal Stress:3","Nominal Stress:4","Nominal Stress:5","Nominal Stress:6","Nominal Stress:7","Nominal Stress:8","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.67358,0.77519,0.35815,0,-0.14371,0.97251,-1.7107,-0.001626,0.0016268,0,0.002776,0.029028,0,0,0,0,1,0,-3,0.004,0
0.67254,0.77511,0.35825,0,-0.13832,0.97522,15.198,0.00032951,-0.0019387,0,-0.0017282,0.023353,0,0,0,0,1,0.0030041,-2.997,0.004,0
0.677,0.77505,0.35823,0,-0.156,0.9715,6.1851,0.002331,0.00020618,0,0.00055603,0.030814,0,0,0,0,1,0.0060079,-2.994,0.004,0
0.67911,0.775,0.35827,0,-0.15783,0.97301,17.394,0.0025871,0.00025261,0,0.00053464,0.039163,0,0,0,0,1,0.009012,-2.991,0.004,0
0.6763,0.77496,0.3583,0,-0.15182,0.97649,15.72,0.0029006,-0.00077339,0,-0.00087418,0.028235,0,0,0,0,1,0.012016,-2.988,0.004,0
0.67668,0.77492,0.35829,0,-0.15629,0.97231,11.655,0.0043677,0.00060169,0,0.00081094,0.026253,0,0,0,0,1,0.01502,-2.985,0.004,0
0.67578,0.77489,0.35832,0,-0.15493,0.97587,20.428,0.0045718,0.00034425,0,0.00044195,0.022929,0,0,0,0,1,0.018024,-2.982,0.004,0
0.6773,0.77486,0.35832,0,-0.15814,0.97295,15.26,0.003222,-0.0007659,0,-0.00091783,0.025143,0,0,0,0,1,0.021028,-2.979,0.004,0
0.67687,0.77484,0.35827,0,-0.16891,0.96713,-1.6541,0.0038697,0.0016339,0,0.0020393,0.036955,0,0,0,0,1,0.024032,-2.976,0.004,0
0.67772,0.77481,0.35831,0,-0.16706,0.97265,17.494,0.0038616,-0.0012434,0,-0.001347,0.037545,0,0,0,0,1,0.027036,-2.973,0.004,0
