"Damage","Displacement:0","Displacement:1","Displacement:2","F33","Pressure","Nominal Stress:0","Nominal Stress:1","Nominal Stress:2","Nominal Stress:3","Nominal Stress:4","Nominal Stress:5","Nominal Stress:6","Nominal Stress:7","Nominal Stress:8","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.64,0.00049221,0.095039,0,0.9786,-0.10893,-0.0002036,-0.012286,0,0.0094543,0.019463,0,0,0,0,1,0,0,0.54,0
0.64,0.00043453,0.09509,0,0.9786,-0.10782,-0.00050441,-0.0096226,0,0.0050956,0.018022,0,0,0,0,1,0.00255,0.00255,0.54,0
0.64,0.00037684,0.095141,0,0.9786,-0.1067,-0.00050441,-0.0096226,0,0.0050956,0.018022,0,0,0,0,1,0.0051,0.0051,0.54,0
0.64,0.00031916,0.095192,0,0.97861,-0.10559,-0.00050441,-0.0096226,0,0.0050956,0.018022,0,0,0,0,1,0.00765,0.00765,0.54,0
0.64,0.00026148,0.095243,0,0.97861,-0.10447,-0.00050441,-0.0096226,0,0.0050956,0.018022,0,0,0,0,1,0.0102,0.0102,0.54,0
0.64,0.00020379,0.095294,0,0.97861,-0.10336,-0.00050441,-0.0096226,0,0.0050956,0.018022,0,0,0,0,1,0.01275,0.01275,0.54,0
0.64,0.00014611,0.095345,0,0.97862,-0.10225,-0.00050441,-0.0096226,0,0.0050956,0.018022,0,0,0,0,1,0.0153,0.0153,0.54,0
0.64,8.8428e-05,0.095396,0,0.97862,-0.10113,-0.00050441,-0.0096226,0,0.0050956,0.018022,0,0,0,0,1,0.01785,0.01785,0.54,0
0.64,3.0745e-05,0.095447,0,0.97862,-0.10002,-0.00050441,-0.0096226,0,0.0050956,0.018022,0,0,0,0,1,0.0204,0.0204,0.54,0
0.64,-2.6937e-05,0.095498,0,0.97863,-0.098904,-0.00050441,-0.0096226,0,0.0050956,0.018022,0,0,0,0,1,0.02295,0.02295,0.54,0
0.64,-8.3313e-05,0.095542,0,0.97859,-0.09813,0.00012141,-0.0055597,0,0.0020193,0.018485,0,0,0,0,1,0.0255,0.0255,0.54,0
0.64,-0.00013433,0.095561,0,0.97836,-0.098748,0.00012141,-0.0055597,0,0.0020193,0.018485,0,0,0,0,1,0.02805,0.02805,0.54,0
