"Damage","Displacement:0","Displacement:1","Displacement:2","F33","Pressure","Nominal Stress:0","Nominal Stress:1","Nominal Stress:2","Nominal Stress:3","Nominal Stress:4","Nominal Stress:5","Nominal Stress:6","Nominal Stress:7","Nominal Stress:8","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.64,-0.0019604,0.097067,0,0.99695,-0.0060935,-6.0392e-06,0.00038103,0,-0.00068852,0.018235,0,0,0,0,1,0,0,0.54,0
0.64,-0.0019681,0.097065,0,0.99695,-0.0060828,-6.3403e-05,0.00034106,0,-0.0013686,0.018348,0,0,0,0,1,0.00255,0.00255,0.54,0
0.64,-0.0019757,0.097063,0,0.99695,-0.006072,-6.3403e-05,0.00034106,0,-0.0013686,0.018348,0,0,0,0,1,0.0051,0.0051,0.54,0
0.64,-0.0019834,0.097061,0,0.99695,-0.0060612,-6.3403e-05,0.00034106,0,-0.0013686,0.018348,0,0,0,0,1,0.00765,0.00765,0.54,0
0.64,-0.0019911,0.097059,0,0.99695,-0.0060505,-6.3403e-05,0.00034106,0,-0.0013686,0.018348,0,0,0,0,1,0.0102,0.0102,0.54,0
0.64,-0.0019988,0.097057,0,0.99695,-0.0060397,-6.3403e-05,0.00034106,0,-0.0013686,0.018348,0,0,0,0,1,0.01275,0.01275,0.54,0
0.64,-0.0020065,0.097055,0,0.99695,-0.0060289,-6.3403e-05,0.00034106,0,-0.0013686,0.018348,0,0,0,0,1,0.0153,0.0153,0.54,0
0.64,-0.0020141,0.097054,0,0.99695,-0.0060182,-6.3403e-05,0.00034106,0,-0.0013686,0.018348,0,0,0,0,1,0.01785,0.01785,0.54,0
0.64,-0.0020218,0.097052,0,0.99695,-0.0060074,-6.3403e-05,0.00034106,0,-0.0013686,0.018348,0,0,0,0,1,0.0204,0.0204,0.54,0
0.64,-0.0020295,0.09705,0,0.99695,-0.0059966,-6.3403e-05,0.00034106,0,-0.0013686,0.018348,0,0,0,0,1,0.02295,0.02295,0.54,0
0.64,-0.0020373,0.097048,0,0.99695,-0.0059841,-0.00046002,0.00062531,0,-0.0011397,0.01921,0,0,0,0,1,0.0255,0.0255,0.54,0
0.64,-0.0020458,0.097046,0,0.99695,-0.0059641,-0.00046002,0.00062531,0,-0.0011397,0.01921,0,0,0,0,1,0.02805,0.02805,0.54,0
0.64,-0.0020542,0.097045,0,0.99696,-0.0059441,-0.00046002,0.00062531,0,-0.0011397,0.01921,0,0,0,0,1,0.0306,0.0306,0.54,0
0.64,-0.0020627,0.097043,0,0.99696,-0.0059241,-0.00046002,0.00062531,0,-0.0011397,0.01921,0,0,0,0,1,0.03315,0.03315,0.54,0
0.64,-0.0020711,0.097042,0,0.99696,-0.005904,-0.00046002,0.00062531,0,-0.0011397,0.01921,0,0,0,0,1,0.0357,0.0357,0.54,0
0.64,-0.0020796,0.09704,0,0.99697,-0.005884,-0.00046002,0.00062531,0,-0.0011397,0.01921,0,0,0,0,1,0.03825,0.03825,0.54,0
0.64,-0.002088,0.097039,0,0.99697,-0.005864,-0.00046002,0.00062531,0,-0.0011397,0.01921,0,0,0,0,1,0.0408,0.0408,0.54,0
0.64,-0.0020965,0.097037,0,0.99698,-0.005844,-0.00046002,0.00062531,0,-0.0011397,0.01921,0,0,0,0,1,0.04335,0.04335,0.54,0
0.64,-0.0021049,0.097035,0,0.99698,-0.005824,-0.00046002,0.00062531,0,-0.0011397,0.01921,0,0,0,0,1,0.0459,0.0459,0.54,0
0.64,-0.0021134,0.097034,0,0.99699,-0.005804,-0.00046002,0.00062531,0,-0.0011397,0.01921,0,0,0,0,1,0.04845,0.04845,0.54,0
0.64,-0.0021218,0.097032,0,0.99699,-0.0058007,-0.00040532,0.00065896,0,-0.00082466,0.019437,0,0,0,0,1,0.051,0.051,0.54,0
0.64,-0.0021302,0.097031,0,0.99697,-0.0058233,-0.00040532,0.00065896,0,-0.00082466,0.019437,0,0,0,0,1,0.05355,0.05355,0.54,0
0.64,-0.0021385,0.09703,0,0.99696,-0.0058459,-0.00040532,0.00065896,0,-0.00082466,0.019437,0,0,0,0,1,0.0561,0.0561,0.54,0
0.64,-0.0021469,0.097029,0,0.99695,-0.0058685,-0.00040532,0.00065896,0,-0.00082466,0.019437,0,0,0,0,1,0.05865,0.05865,0.54,0
0.64,-0.0021553,0.097028,0,0.99694,-0.0058911,-0.00040532,0.00065896,0,-0.00082466,0.019437,0,0,0,0,1,0.0612,0.0612,0.54,0
0.64,-0.0021637,0.097027,0,0.99692,-0.0059136,-0.00040532,0.00065896,0,-0.00082466,0.019437,0,0,0,0,1,0.06375,0.06375,0.54,0
0.64,-0.0021721,0.097026,0,0.99691,-0.0059362,-0.00040532,0.00065896,0,-0.00082466,0.019437,0,0,0,0,1,0.0663,0.0663,0.54,0
0.64,-0.0021805,0.097025,0,0.9969,-0.0059588,-0.00040532,0.00065896,0,-0.00082466,0.019437,0,0,0,0,1,0.06885,0.06885,0.54,0
0.64,-0.0021889,0.097024,0,0.99688,-0.0059814,-0.00040532,0.00065896,0,-0.00082466,0.019437,0,0,0,0,1,0.0714,0.0714,0.54,0
0.64,-0.0021972,0.097023,0,0.99687,-0.006004,-0.00040532,0.00065896,0,-0.00082466,0.019437,0,0,0,0,1,0.07395,0.07395,0.54,0
0.64,-0.0022056,0.097023,0,0.99687,-0.0060148,-0.00026629,0.00062522,0,-0.00058886,0.0195,0,0,0,0,1,0.0765,0.0765,0.54,0
0.64,-0.0022139,0.097022,0,0.99687,-0.0060175,-0.00026629,0.00062522,0,-0.00058886,0.0195,0,0,0,0,1,0.07905,0.07905,0.54,0
0.64,-0.0022222,0.097021,0,0.99687,-0.0060201,-0.00026629,0.00062522,0,-0.00058886,0.0195,0,0,0,0,1,0.0816,0.0816,0.54,0
0.64,-0.0022306,0.097021,0,0.99687,-0.0060227,-0.00026629,0.00062522,0,-0.00058886,0.0195,0,0,0,0,1,0.08415,0.08415,0.54,0
0.64,-0.0022389,0.09702,0,0.99687,-0.0060254,-0.00026629,0.00062522,0,-0.00058886,0.0195,0,0,0,0,1,0.0867,0.0867,0.54,0
0.64,-0.0022472,0.097019,0,0.99687,-0.006028,-0.00026629,0.00062522,0,-0.00058886,0.0195,0,0,0,0,1,0.08925,0.08925,0.54,0
0.64,-0.0022555,0.097019,0,0.99687,-0.0060306,-0.00026629,0.00062522,0,-0.00058886,0.0195,0,0,0,0,1,0.0918,0.0918,0.54,0
0.64,-0.0022639,0.097018,0,0.99686,-0.0060333,-0.00026629,0.00062522,0,-0.00058886,0.0195,0,0,0,0,1,0.09435,0.09435,0.54,0
0.64,-0.0022722,0.097017,0,0.99686,-0.0060359,-0.00026629,0.00062522,0,-0.00058886,0.0195,0,0,0,0,1,0.0969,0.0969,0.54,0
0.64,-0.0022805,0.097017,0,0.99686,-0.0060385,-0.00026629,0.00062522,0,-0.00058886,0.0195,0,0,0,0,1,0.09945,0.09945,0.54,0
0.64,-0.0022888,0.097016,0,0.99686,-0.0060403,-0.00017655,0.00056023,0,-0.00043491,0.019488,0,0,0,0,1,0.102,0.102,0.54,0
0.64,-0.002297,0.097016,0,0.99686,-0.0060419,-0.00017655,0.00056023,0,-0.00043491,0.019488,0,0,0,0,1,0.10455,0.10455,0.54,0
0.64,-0.0023052,0.097015,0,0.99686,-0.0060434,-0.00017655,0.00056023,0,-0.00043491,0.019488,0,0,0,0,1,0.1071,0.1071,0.54,0
