"Damage","Displacement:0","Displacement:1","Displacement:2","F33","Pressure","Nominal Stress:0","Nominal Stress:1","Nominal Stress:2","Nominal Stress:3","Nominal Stress:4","Nominal Stress:5","Nominal Stress:6","Nominal Stress:7","Nominal Stress:8","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.64,-0.0026151,0.096991,0,0.98701,-0.027354,0.0024549,0.00022354,0,-0.001275,0.017434,0,0,0,0,1,0.28815,0.28815,0.54,0
0.64,-0.0026239,0.096991,0,0.98701,-0.027358,0.0024549,0.00022354,0,-0.001275,0.017434,0,0,0,0,1,0.2907,0.2907,0.54,0
0.64,-0.0026327,0.096991,0,0.98701,-0.027361,0.0024549,0.00022354,0,-0.001275,0.017434,0,0,0,0,1,0.29325,0.29325,0.54,0
0.64,-0.0026416,0.09699,0,0.98701,-0.027365,0.0024549,0.00022354,0,-0.001275,0.017434,0,0,0,0,1,0.2958,0.2958,0.54,0
0.64,-0.0026504,0.09699,0,0.987,-0.027368,0.0024549,0.00022354,0,-0.001275,0.017434,0,0,0,0,1,0.29835,0.29835,0.54,0
0.64,-0.0026591,0.09699,0,0.987,-0.027372,0.0025062,0.00016799,0,-0.0013028,0.017432,0,0,0,0,1,0.3009,0.3009,0.54,0
0.64,-0.0026678,0.09699,0,0.987,-0.027375,0.0025062,0.00016799,0,-0.0013028,0.017432,0,0,0,0,1,0.30345,0.30345,0.54,0
0.64,-0.0026765,0.09699,0,0.987,-0.027379,0.0025062,0.00016799,0,-0.0013028,0.017432,0,0,0,0,1,0.306,0.306,0.54,0
0.64,-0.0026852,0.096989,0,0.987,-0.027382,0.0025062,0.00016799,0,-0.0013028,0.017432,0,0,0,0,1,0.30855,0.30855,0.54,0
0.64,-0.0026939,0.096989,0,0.987,-0.027386,0.0025062,0.00016799,0,-0.0013028,0.017432,0,0,0,0,1,0.3111,0.3111,0.54,0
0.64,-0.0027026,0.096989,0,0.987,-0.027389,0.0025062,0.00016799,0,-0.0013028,0.017432,0,0,0,0,1,0.31365,0.31365,0.54,0
0.64,-0.0027113,0.096989,0,0.987,-0.027393,0.0025062,0.00016799,0,-0.0013028,0.017432,0,0,0,0,1,0.3162,0.3162,0.54,0
0.64,-0.00272,0.096989,0,0.98699,-0.027397,0.0025062,0.00016799,0,-0.0013028,0.017432,0,0,0,0,1,0.31875,0.31875,0.54,0
0.64,-0.0027287,0.096988,0,0.98699,-0.0274,0.0025062,0.00016799,0,-0.0013028,0.017432,0,0,0,0,1,0.3213,0.3213,0.54,0
0.64,-0.0027374,0.096988,0,0.98699,-0.027404,0.0025062,0.00016799,0,-0.0013028,0.017432,0,0,0,0,1,0.32385,0.32385,0.54,0
0.64,-0.0027461,0.096988,0,0.98699,-0.027407,0.0025455,0.00011324,0,-0.0013296,0.017438,0,0,0,0,1,0.3264,0.3264,0.54,0
0.64,-0.0027548,0.096988,0,0.98699,-0.027411,0.0025455,0.00011324,0,-0.0013296,0.017438,0,0,0,0,1,0.32895,0.32895,0.54,0
0.64,-0.0027634,0.096987,0,0.98699,-0.027415,0.0025455,0.00011324,0,-0.0013296,0.017438,0,0,0,0,1,0.3315,0.3315,0.54,0
0.64,-0.002772,0.096987,0,0.98699,-0.027419,0.0025455,0.00011324,0,-0.0013296,0.017438,0,0,0,0,1,0.33405,0.33405,0.54,0
0.64,-0.0027807,0.096987,0,0.98698,-0.027423,0.0025455,0.00011324,0,-0.0013296,0.017438,0,0,0,0,1,0.3366,0.3366,0.54,0
0.64,-0.0027893,0.096987,0,0.98698,-0.027426,0.0025455,0.00011324,0,-0.0013296,0.017438,0,0,0,0,1,0.33915,0.33915,0.54,0
0.64,-0.0027979,0.096986,0,0.98698,-0.02743,0.0025455,0.00011324,0,-0.0013296,0.017438,0,0,0,0,1,0.3417,0.3417,0.54,0
0.64,-0.0028066,0.096986,0,0.98698,-0.027434,0.0025455,0.00011324,0,-0.0013296,0.017438,0,0,0,0,1,0.34425,0.34425,0.54,0
0.64,-0.0028152,0.096986,0,0.98698,-0.027438,0.0025455,0.00011324,0,-0.0013296,0.017438,0,0,0,0,1,0.3468,0.3468,0.54,0
0.64,-0.0028238,0.096985,0,0.98698,-0.027442,0.0025455,0.00011324,0,-0.0013296,0.017438,0,0,0,0,1,0.34935,0.34935,0.54,0
