"Damage","Displacement:0","Displacement:1","Displacement:2","F33","Pressure","Nominal Stress:0","Nominal Stress:1","Nominal Stress:2","Nominal Stress:3","Nominal Stress:4","Nominal Stress:5","Nominal Stress:6","Nominal Stress:7","Nominal Stress:8","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.64,-0.00046923,0.095833,0,0.96954,-0.1562,7.1735e-05,-0.014006,0,0.007709,0.020846,0,0,0,0,1,0,0,0.54,0
0.64,-0.00052954,0.095879,0,0.96983,-0.15367,0.0010242,-0.010425,0,0.0036281,0.01839,0,0,0,0,1,0.00255,0.00255,0.54,0
0.64,-0.00058984,0.095925,0,0.97011,-0.15114,0.0010242,-0.010425,0,0.0036281,0.01839,0,0,0,0,1,0.0051,0.0051,0.54,0
0.64,-0.00065014,0.095971,0,0.9704,-0.14861,0.0010242,-0.010425,0,0.0036281,0.01839,0,0,0,0,1,0.00765,0.00765,0.54,0
0.64,-0.00071045,0.096017,0,0.97069,-0.14607,0.0010242,-0.010425,0,0.0036281,0.01839,0,0,0,0,1,0.0102,0.0102,0.54,0
0.64,-0.00077075,0.096063,0,0.97097,-0.14354,0.0010242,-0.010425,0,0.0036281,0.01839,0,0,0,0,1,0.01275,0.01275,0.54,0
0.64,-0.00083106,0.096109,0,0.97126,-0.14101,0.0010242,-0.010425,0,0.0036281,0.01839,0,0,0,0,1,0.0153,0.0153,0.54,0
0.64,-0.00089136,0.096156,0,0.97155,-0.13848,0.0010242,-0.010425,0,0.0036281,0.01839,0,0,0,0,1,0.01785,0.01785,0.54,0
0.64,-0.00095167,0.096202,0,0.97184,-0.13595,0.0010242,-0.010425,0,0.0036281,0.01839,0,0,0,0,1,0.0204,0.0204,0.54,0
0.64,-0.001012,0.096248,0,0.97212,-0.13342,0.0010242,-0.010425,0,0.0036281,0.01839,0,0,0,0,1,0.02295,0.02295,0.54,0
0.64,-0.0010682,0.096286,0,0.97228,-0.13164,0.0022996,-0.0051852,0,0.00071085,0.018284,0,0,0,0,1,0.0255,0.0255,0.54,0
0.64,-0.001108,0.096294,0,0.97193,-0.13296,0.0022996,-0.0051852,0,0.00071085,0.018284,0,0,0,0,1,0.02805,0.02805,0.54,0
0.64,-0.0011477,0.096301,0,0.97158,-0.13427,0.0022996,-0.0051852,0,0.00071085,0.018284,0,0,0,0,1,0.0306,0.0306,0.54,0
0.64,-0.0011875,0.096309,0,0.97123,-0.13559,0.0022996,-0.0051852,0,0.00071085,0.018284,0,0,0,0,1,0.03315,0.03315,0.54,0
0.64,-0.0012272,0.096317,0,0.97088,-0.13691,0.0022996,-0.0051852,0,0.00071085,0.018284,0,0,0,0,1,0.0357,0.0357,0.54,0
0.64,-0.0012669,0.096325,0,0.97052,-0.13822,0.0022996,-0.0051852,0,0.00071085,0.018284,0,0,0,0,1,0.03825,0.03825,0.54,0
0.64,-0.0013067,0.096332,0,0.97017,-0.13954,0.0022996,-0.0051852,0,0.00071085,0.018284,0,0,0,0,1,0.0408,0.0408,0.54,0
0.64,-0.0013464,0.09634,0,0.96982,-0.14085,0.0022996,-0.0051852,0,0.00071085,0.018284,0,0,0,0,1,0.04335,0.04335,0.54,0
0.64,-0.0013862,0.096348,0,0.96947,-0.14217,0.0022996,-0.0051852,0,0.00071085,0.018284,0,0,0,0,1,0.0459,0.0459,0.54,0
0.64,-0.0014259,0.096355,0,0.96911,-0.14348,0.0022996,-0.0051852,0,0.00071085,0.018284,0,0,0,0,1,0.04845,0.04845,0.54,0
0.64,-0.0014609,0.096362,0,0.96879,-0.14485,0.0038004,-0.0025954,0,0.00031598,0.018739,0,0,0,0,1,0.051,0.051,0.54,0
0.64,-0.0014884,0.096366,0,0.9685,-0.1463,0.0038004,-0.0025954,0,0.00031598,0.018739,0,0,0,0,1,0.05355,0.05355,0.54,0
0.64,-0.001516,0.096371,0,0.96822,-0.14776,0.0038004,-0.0025954,0,0.00031598,0.018739,0,0,0,0,1,0.0561,0.0561,0.54,0
0.64,-0.0015436,0.096375,0,0.96793,-0.14921,0.0038004,-0.0025954,0,0.00031598,0.018739,0,0,0,0,1,0.05865,0.05865,0.54,0
0.64,-0.0015711,0.096379,0,0.96764,-0.15066,0.0038004,-0.0025954,0,0.00031598,0.018739,0,0,0,0,1,0.0612,0.0612,0.54,0
0.64,-0.0015987,0.096384,0,0.96736,-0.15211,0.0038004,-0.0025954,0,0.00031598,0.018739,0,0,0,0,1,0.06375,0.06375,0.54,0
0.64,-0.0016263,0.096388,0,0.96707,-0.15356,0.0038004,-0.0025954,0,0.00031598,0.018739,0,0,0,0,1,0.0663,0.0663,0.54,0
0.64,-0.0016538,0.096393,0,0.96678,-0.15502,0.0038004,-0.0025954,0,0.00031598,0.018739,0,0,0,0,1,0.06885,0.06885,0.54,0
0.64,-0.0016814,0.096397,0,0.9665,-0.15647,0.0038004,-0.0025954,0,0.00031598,0.018739,0,0,0,0,1,0.0714,0.0714,0.54,0
0.64,-0.0017089,0.096402,0,0.96621,-0.15792,0.0038004,-0.0025954,0,0.00031598,0.018739,0,0,0,0,1,0.07395,0.07395,0.54,0
0.64,-0.0017325,0.096405,0,0.96603,-0.15883,0.0047963,-0.0012255,0,0.00013262,0.018968,0,0,0,0,1,0.0765,0.0765,0.54,0
0.64,-0.0017533,0.096407,0,0.96592,-0.15936,0.0047963,-0.0012255,0,0.00013262,0.018968,0,0,0,0,1,0.07905,0.07905,0.54,0
0.64,-0.001774,0.09641,0,0.96581,-0.15989,0.0047963,-0.0012255,0,0.00013262,0.018968,0,0,0,0,1,0.0816,0.0816,0.54,0
0.64,-0.0017948,0.096412,0,0.9657,-0.16042,0.0047963,-0.0012255,0,0.00013262,0.018968,0,0,0,0,1,0.08415,0.08415,0.54,0
0.64,-0.0018156,0.096415,0,0.96559,-0.16096,0.0047963,-0.0012255,0,0.00013262,0.018968,0,0,0,0,1,0.0867,0.0867,0.54,0
0.64,-0.0018363,0.096417,0,0.96549,-0.16149,0.0047963,-0.0012255,0,0.00013262,0.018968,0,0,0,0,1,0.08925,0.08925,0.54,0
0.64,-0.0018571,0.09642,0,0.96538,-0.16202,0.0047963,-0.0012255,0,0.00013262,0.018968,0,0,0,0,1,0.0918,0.0918,0.54,0
0.64,-0.0018778,0.096423,0,0.96527,-0.16255,0.0047963,-0.0012255,0,0.00013262,0.018968,0,0,0,0,1,0.09435,0.09435,0.54,0
0.64,-0.0018986,0.096425,0,0.96516,-0.16308,0.0047963,-0.0012255,0,0.00013262,0.018968,0,0,0,0,1,0.0969,0.0969,0.54,0
0.64,-0.0019194,0.096428,0,0.96505,-0.16361,0.0047963,-0.0012255,0,0.00013262,0.018968,0,0,0,0,1,0.09945,0.09945,0.54,0
0.64,-0.0019367,0.096429,0,0.96498,-0.16398,0.0053715,-0.00051845,0,4.9533e-05,0.019037,0,0,0,0,1,0.102,0.102,0.54,0
0.64,-0.001953,0.096431,0,0.96491,-0.16432,0.0053715,-0.00051845,0,4.9533e-05,0.019037,0,0,0,0,1,0.10455,0.10455,0.54,0
0.64,-0.0019694,0.096433,0,0.96485,-0.16465,0.0053715,-0.00051845,0,4.9533e-05,0.019037,0,0,0,0,1,0.1071,0.1071,0.54,0
0.64,-0.0019858,0.096435,0,0.96479,-0.16498,0.0053715,-0.00051845,0,4.9533e-05,0.019037,0,0,0,0,1,0.10965,0.10965,0.54,0
0.64,-0.0020021,0.096436,0,0.96472,-0.16531,0.0053715,-0.00051845,0,4.9533e-05,0.019037,0,0,0,0,1,0.1122,0.1122,0.54,0
0.64,-0.0020185,0.096438,0,0.96466,-0.16564,0.0053715,-0.00051845,0,4.9533e-05,0.019037,0,0,0,0,1,0.11475,0.11475,0.54,0
0.64,-0.0020349,0.09644,0,0.96459,-0.16597,0.0053715,-0.00051845,0,4.9533e-05,0.019037,0,0,0,0,1,0.1173,0.1173,0.54,0
0.64,-0.0020512,0.096441,0,0.96453,-0.1663,0.0053715,-0.00051845,0,4.9533e-05,0.019037,0,0,0,0,1,0.11985,0.11985,0.54,0
0.64,-0.0020676,0.096443,0,0.96446,-0.16663,0.0053715,-0.00051845,0,4.9533e-05,0.019037,0,0,0,0,1,0.1224,0.1224,0.54,0
0.64,-0.0020839,0.096445,0,0.9644,-0.16696,0.0053715,-0.00051845,0,4.9533e-05,0.019037,0,0,0,0,1,0.12495,0.12495,0.54,0
0.64,-0.0020977,0.096446,0,0.96436,-0.16717,0.0057311,-0.00016394,0,8.3947e-07,0.019054,0,0,0,0,1,0.1275,0.1275,0.54,0
0.64,-0.0021114,0.096447,0,0.96432,-0.16737,0.0057311,-0.00016394,0,8.3947e-07,0.019054,0,0,0,0,1,0.13005,0.13005,0.54,0
0.64,-0.0021252,0.096448,0,0.96428,-0.16758,0.0057311,-0.00016394,0,8.3947e-07,0.019054,0,0,0,0,1,0.1326,0.1326,0.54,0
0.64,-0.0021389,0.096449,0,0.96424,-0.16778,0.0057311,-0.00016394,0,8.3947e-07,0.019054,0,0,0,0,1,0.13515,0.13515,0.54,0
0.64,-0.0021526,0.096451,0,0.9642,-0.16799,0.0057311,-0.00016394,0,8.3947e-07,0.019054,0,0,0,0,1,0.1377,0.1377,0.54,0
0.64,-0.0021663,0.096452,0,0.96416,-0.16819,0.0057311,-0.00016394,0,8.3947e-07,0.019054,0,0,0,0,1,0.14025,0.14025,0.54,0
0.64,-0.00218,0.096453,0,0.96412,-0.1684,0.0057311,-0.00016394,0,8.3947e-07,0.019054,0,0,0,0,1,0.1428,0.1428,0.54,0
0.64,-0.0021938,0.096454,0,0.96408,-0.16861,0.0057311,-0.00016394,0,8.3947e-07,0.019054,0,0,0,0,1,0.14535,0.14535,0.54,0
0.64,-0.0022075,0.096456,0,0.96404,-0.16881,0.0057311,-0.00016394,0,8.3947e-07,0.019054,0,0,0,0,1,0.1479,0.1479,0.54,0
0.64,-0.0022209,0.096457,0,0.96401,-0.169,0.0059573,7.6424e-06,0,-3.3941e-05,0.019044,0,0,0,0,1,0.15045,0.15045,0.54,0
0.64,-0.002233,0.096458,0,0.96399,-0.16911,0.0059573,7.6424e-06,0,-3.3941e-05,0.019044,0,0,0,0,1,0.153,0.153,0.54,0
0.64,-0.0022451,0.096458,0,0.96397,-0.16921,0.0059573,7.6424e-06,0,-3.3941e-05,0.019044,0,0,0,0,1,0.15555,0.15555,0.54,0
0.64,-0.0022572,0.096459,0,0.96395,-0.16932,0.0059573,7.6424e-06,0,-3.3941e-05,0.019044,0,0,0,0,1,0.1581,0.1581,0.54,0
0.64,-0.0022693,0.09646,0,0.96393,-0.16942,0.0059573,7.6424e-06,0,-3.3941e-05,0.019044,0,0,0,0,1,0.16065,0.16065,0.54,0
0.64,-0.0022815,0.096461,0,0.96391,-0.16953,0.0059573,7.6424e-06,0,-3.3941e-05,0.019044,0,0,0,0,1,0.1632,0.1632,0.54,0
0.64,-0.0022936,0.096462,0,0.96389,-0.16964,0.0059573,7.6424e-06,0,-3.3941e-05,0.019044,0,0,0,0,1,0.16575,0.16575,0.54,0
0.64,-0.0023057,0.096463,0,0.96387,-0.16974,0.0059573,7.6424e-06,0,-3.3941e-05,0.019044,0,0,0,0,1,0.1683,0.1683,0.54,0
0.64,-0.0023178,0.096464,0,0.96385,-0.16985,0.0059573,7.6424e-06,0,-3.3941e-05,0.019044,0,0,0,0,1,0.17085,0.17085,0.54,0
0.64,-0.0023299,0.096464,0,0.96383,-0.16996,0.0059573,7.6424e-06,0,-3.3941e-05,0.019044,0,0,0,0,1,0.1734,0.1734,0.54,0
0.64,-0.0023416,0.096465,0,0.96381,-0.17005,0.0061055,7.5344e-05,0,-5.9747e-05,0.019022,0,0,0,0,1,0.17595,0.17595,0.54,0
0.64,-0.0023526,0.096466,0,0.9638,-0.17011,0.0061055,7.5344e-05,0,-5.9747e-05,0.019022,0,0,0,0,1,0.1785,0.1785,0.54,0
0.64,-0.0023637,0.096466,0,0.96379,-0.17018,0.0061055,7.5344e-05,0,-5.9747e-05,0.019022,0,0,0,0,1,0.18105,0.18105,0.54,0
