"Damage","Displacement:0","Displacement:1","Displacement:2","F33","Pressure","Nominal Stress:0","Nominal Stress:1","Nominal Stress:2","Nominal Stress:3","Nominal Stress:4","Nominal Stress:5","Nominal Stress:6","Nominal Stress:7","Nominal Stress:8","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.64,-0.020539,0.078555,0,0.98335,-0.03293,-0.0033228,0.057069,0,-0.058087,0.067212,0,0,0,0,1,0,0,0.54,0
0.64,-0.020569,0.078462,0,0.98117,-0.03678,-0.0033228,0.057069,0,-0.058087,0.067212,0,0,0,0,1,0.00255,0.00255,0.54,0
0.64,-0.0206,0.078368,0,0.97899,-0.040631,-0.0033228,0.057069,0,-0.058087,0.067212,0,0,0,0,1,0.0051,0.0051,0.54,0
0.64,-0.02063,0.078275,0,0.97682,-0.044481,-0.0033228,0.057069,0,-0.058087,0.067212,0,0,0,0,1,0.00765,0.00765,0.54,0
0.64,-0.020661,0.078182,0,0.97464,-0.048331,-0.0033228,0.057069,0,-0.058087,0.067212,0,0,0,0,1,0.0102,0.0102,0.54,0
0.64,-0.020692,0.078088,0,0.97246,-0.052182,-0.0033228,0.057069,0,-0.058087,0.067212,0,0,0,0,1,0.01275,0.01275,0.54,0
0.64,-0.020722,0.077995,0,0.97029,-0.056032,-0.0033228,0.057069,0,-0.058087,0.067212,0,0,0,0,1,0.0153,0.0153,0.54,0
0.64,-0.020753,0.077901,0,0.96811,-0.059882,-0.0033228,0.057069,0,-0.058087,0.067212,0,0,0,0,1,0.01785,0.01785,0.54,0
0.64,-0.020783,0.077808,0,0.96593,-0.063733,-0.0033228,0.057069,0,-0.058087,0.067212,0,0,0,0,1,0.0204,0.0204,0.54,0
0.64,-0.020814,0.077714,0,0.96376,-0.067583,-0.0033228,0.057069,0,-0.058087,0.067212,0,0,0,0,1,0.02295,0.02295,0.54,0
0.64,-0.020849,0.077618,0,0.96199,-0.070624,-0.0091528,0.050612,0,-0.08095,0.11086,0,0,0,0,1,0.0255,0.0255,0.54,0
0.64,-0.020901,0.07751,0,0.9619,-0.070347,-0.0091528,0.050612,0,-0.08095,0.11086,0,0,0,0,1,0.02805,0.02805,0.54,0
0.64,-0.020954,0.077403,0,0.96181,-0.070071,-0.0091528,0.050612,0,-0.08095,0.11086,0,0,0,0,1,0.0306,0.0306,0.54,0
0.64,-0.021006,0.077295,0,0.96172,-0.069794,-0.0091528,0.050612,0,-0.08095,0.11086,0,0,0,0,1,0.03315,0.03315,0.54,0
0.64,-0.021059,0.077187,0,0.96163,-0.069517,-0.0091528,0.050612,0,-0.08095,0.11086,0,0,0,0,1,0.0357,0.0357,0.54,0
0.64,-0.021111,0.077079,0,0.96154,-0.06924,-0.0091528,0.050612,0,-0.08095,0.11086,0,0,0,0,1,0.03825,0.03825,0.54,0
0.64,-0.021164,0.076972,0,0.96145,-0.068964,-0.0091528,0.050612,0,-0.08095,0.11086,0,0,0,0,1,0.0408,0.0408,0.54,0
