"Displacement:0","Displacement:1","Displacement:2","F33","J","Pressure","Nominal Stress:0","Nominal Stress:1","Nominal Stress:2","Nominal Stress:3","Nominal Stress:4","Nominal Stress:5","Nominal Stress:6","Nominal Stress:7","Nominal Stress:8","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.034847,0.10079,0,1.0002,1,0.00037245,-0.0013046,0.00013611,0,0.00013562,-4.7838e-06,0,0,0,0,1,0.3825,-2.1175,0,0
0.034846,0.10079,0,1.0002,1,0.00038088,-0.0013046,0.00013611,0,0.00013562,-4.7838e-06,0,0,0,0,1,0.385,-2.115,0,0
0.034845,0.10079,0,1.0002,1,0.00038931,-0.0013046,0.00013611,0,0.00013562,-4.7838e-06,0,0,0,0,1,0.3875,-2.1125,0,0
0.034844,0.1008,0,1.0002,1,0.00039774,-0.0013046,0.00013611,0,0.00013562,-4.7838e-06,0,0,0,0,1,0.39,-2.11,0,0
0.034843,0.1008,0,1.0002,1,0.00040617,-0.0013046,0.00013611,0,0.00013562,-4.7838e-06,0,0,0,0,1,0.3925,-2.1075,0,0
0.034842,0.1008,0,1.0002,1,0.0004146,-0.0013046,0.00013611,0,0.00013562,-4.7838e-06,0,0,0,0,1,0.395,-2.105,0,0
0.034841,0.1008,0,1.0002,1,0.00042303,-0.0013046,0.00013611,0,0.00013562,-4.7838e-06,0,0,0,0,1,0.3975,-2.1025,0,0
0.03484,0.1008,0,1.0002,1,0.00043146,-0.0015652,0.00028534,0,0.00028476,-1.4063e-05,0,0,0,0,1,0.4,-2.1,0,0
0.034839,0.1008,0,1.0002,1,0.00044065,-0.001568,0.00014808,0,0.0001474,-4.7577e-06,0,0,0,0,1,0.4025,-2.0975,0,0
0.034838,0.1008,0,1.0002,1,0.00044985,-0.001568,0.00014808,0,0.0001474,-4.7577e-06,0,0,0,0,1,0.405,-2.095,0,0
0.034836,0.1008,0,1.0002,1,0.00045905,-0.001568,0.00014808,0,0.0001474,-4.7577e-06,0,0,0,0,1,0.4075,-2.0925,0,0
0.034835,0.1008,0,1.0002,1,0.00046824,-0.001568,0.00014808,0,0.0001474,-4.7577e-06,0,0,0,0,1,0.41,-2.09,0,0
0.034834,0.10081,0,1.0002,1,0.00047744,-0.001568,0.00014808,0,0.0001474,-4.7577e-06,0,0,0,0,1,0.4125,-2.0875,0,0
0.034833,0.10081,0,1.0002,1,0.00048664,-0.001568,0.00014808,0,0.0001474,-4.7577e-06,0,0,0,0,1,0.415,-2.085,0,0
0.034832,0.10081,0,1.0002,1,0.00049583,-0.001568,0.00014808,0,0.0001474,-4.7577e-06,0,0,0,0,1,0.4175,-2.0825,0,0
0.03483,0.10081,0,1.0003,1,0.00050503,-0.001568,0.00014808,0,0.0001474,-4.7577e-06,0,0,0,0,1,0.42,-2.08,0,0
0.034829,0.10081,0,1.0003,1,0.00051422,-0.001568,0.00014808,0,0.0001474,-4.7577e-06,0,0,0,0,1,0.4225,-2.0775,0,0
0.034828,0.10081,0,1.0003,1,0.00052342,-0.0018382,0.00030901,0,0.00030823,-1.4051e-05,0,0,0,0,1,0.425,-2.075,0,0
0.034827,0.10081,0,1.0003,1,0.00053338,-0.0018536,0.00016007,0,0.00015916,-4.752e-06,0,0,0,0,1,0.4275,-2.0725,0,0
0.034825,0.10081,0,1.0003,1,0.00054335,-0.0018536,0.00016007,0,0.00015916,-4.752e-06,0,0,0,0,1,0.43,-2.07,0,0
0.034824,0.10082,0,1.0003,1,0.00055331,-0.0018536,0.00016007,0,0.00015916,-4.752e-06,0,0,0,0,1,0.4325,-2.0675,0,0
0.034822,0.10082,0,1.0003,1,0.00056327,-0.0018536,0.00016007,0,0.00015916,-4.752e-06,0,0,0,0,1,0.435,-2.065,0,0
0.034821,0.10082,0,1.0003,1,0.00057324,-0.0018536,0.00016007,0,0.00015916,-4.752e-06,0,0,0,0,1,0.4375,-2.0625,0,0
0.034819,0.10082,0,1.0003,1,0.0005832,-0.0018536,0.00016007,0,0.00015916,-4.752e-06,0,0,0,0,1,0.44,-2.06,0,0
0.034818,0.10082,0,1.0003,1,0.00059316,-0.0018536,0.00016007,0,0.00015916,-4.752e-06,0,0,0,0,1,0.4425,-2.0575,0,0
0.034817,0.10082,0,1.0003,1,0.00060312,-0.0018536,0.00016007,0,0.00015916,-4.752e-06,0,0,0,0,1,0.445,-2.055,0,0
0.034815,0.10082,0,1.0003,1,0.00061309,-0.0018536,0.00016007,0,0.00015916,-4.752e-06,0,0,0,0,1,0.4475,-2.0525,0,0
0.034814,0.10083,0,1.0003,1,0.00062305,-0.0021328,0.00033278,0,0.00033176,-1.4097e-05,0,0,0,0,1,0.45,-2.05,0,0
0.034812,0.10083,0,1.0003,1,0.00063378,-0.0021617,0.00017212,0,0.00017094,-4.7671e-06,0,0,0,0,1,0.4525,-2.0475,0,0
0.03481,0.10083,0,1.0003,1,0.00064451,-0.0021617,0.00017212,0,0.00017094,-4.7671e-06,0,0,0,0,1,0.455,-2.045,0,0
0.034809,0.10083,0,1.0003,1,0.00065525,-0.0021617,0.00017212,0,0.00017094,-4.7671e-06,0,0,0,0,1,0.4575,-2.0425,0,0
0.034807,0.10083,0,1.0003,1,0.00066598,-0.0021617,0.00017212,0,0.00017094,-4.7671e-06,0,0,0,0,1,0.46,-2.04,0,0
0.034805,0.10083,0,1.0003,1,0.00067671,-0.0021617,0.00017212,0,0.00017094,-4.7671e-06,0,0,0,0,1,0.4625,-2.0375,0,0
0.034804,0.10083,0,1.0003,1,0.00068744,-0.0021617,0.00017212,0,0.00017094,-4.7671e-06,0,0,0,0,1,0.465,-2.035,0,0
0.034802,0.10084,0,1.0003,1,0.00069817,-0.0021617,0.00017212,0,0.00017094,-4.7671e-06,0,0,0,0,1,0.4675,-2.0325,0,0
0.0348,0.10084,0,1.0004,1,0.0007089,-0.0021617,0.00017212,0,0.00017094,-4.7671e-06,0,0,0,0,1,0.47,-2.03,0,0
0.034799,0.10084,0,1.0004,1,0.00071964,-0.0021617,0.00017212,0,0.00017094,-4.7671e-06,0,0,0,0,1,0.4725,-2.0275,0,0
0.034797,0.10084,0,1.0004,1,0.00073037,-0.0024491,0.00035676,0,0.00035547,-1.4202e-05,0,0,0,0,1,0.475,-2.025,0,0
0.034795,0.10084,0,1.0004,1,0.00074187,-0.0024922,0.00018429,0,0.00018279,-4.803e-06,0,0,0,0,1,0.4775,-2.0225,0,0
0.034793,0.10084,0,1.0004,1,0.00075338,-0.0024922,0.00018429,0,0.00018279,-4.803e-06,0,0,0,0,1,0.48,-2.02,0,0
0.034791,0.10084,0,1.0004,1,0.00076489,-0.0024922,0.00018429,0,0.00018279,-4.803e-06,0,0,0,0,1,0.4825,-2.0175,0,0
0.034789,0.10085,0,1.0004,1,0.00077639,-0.0024922,0.00018429,0,0.00018279,-4.803e-06,0,0,0,0,1,0.485,-2.015,0,0
0.034787,0.10085,0,1.0004,1,0.0007879,-0.0024922,0.00018429,0,0.00018279,-4.803e-06,0,0,0,0,1,0.4875,-2.0125,0,0
0.034785,0.10085,0,1.0004,1,0.00079941,-0.0024922,0.00018429,0,0.00018279,-4.803e-06,0,0,0,0,1,0.49,-2.01,0,0
0.034783,0.10085,0,1.0004,1,0.00081091,-0.0024922,0.00018429,0,0.00018279,-4.803e-06,0,0,0,0,1,0.4925,-2.0075,0,0
0.034781,0.10085,0,1.0004,1,0.00082242,-0.0024922,0.00018429,0,0.00018279,-4.803e-06,0,0,0,0,1,0.495,-2.005,0,0
0.034779,0.10085,0,1.0004,1,0.00083392,-0.0024922,0.00018429,0,0.00018279,-4.803e-06,0,0,0,0,1,0.4975,-2.0025,0,0
0.034777,0.10086,0,1.0004,1,0.00084543,-0.0027874,0.00038102,0,0.00037943,-1.4366e-05,0,0,0,0,1,0.5,-2,0,0
0.034775,0.10086,0,1.0004,1,0.00085772,-0.0028455,0.00019662,0,0.00019477,-4.8596e-06,0,0,0,0,1,0.5025,-1.9975,0,0
0.034773,0.10086,0,1.0004,1,0.00087001,-0.0028455,0.00019662,0,0.00019477,-4.8596e-06,0,0,0,0,1,0.505,-1.995,0,0
0.03477,0.10086,0,1.0004,1,0.0008823,-0.0028455,0.00019662,0,0.00019477,-4.8596e-06,0,0,0,0,1,0.5075,-1.9925,0,0
0.034768,0.10086,0,1.0004,1,0.00089459,-0.0028455,0.00019662,0,0.00019477,-4.8596e-06,0,0,0,0,1,0.51,-1.99,0,0
0.034766,0.10087,0,1.0005,1,0.00090688,-0.0028455,0.00019662,0,0.00019477,-4.8596e-06,0,0,0,0,1,0.5125,-1.9875,0,0
0.034764,0.10087,0,1.0005,1,0.00091917,-0.0028455,0.00019662,0,0.00019477,-4.8596e-06,0,0,0,0,1,0.515,-1.985,0,0
0.034761,0.10087,0,1.0005,1,0.00093146,-0.0028455,0.00019662,0,0.00019477,-4.8596e-06,0,0,0,0,1,0.5175,-1.9825,0,0
0.034759,0.10087,0,1.0005,1,0.00094375,-0.0028455,0.00019662,0,0.00019477,-4.8596e-06,0,0,0,0,1,0.52,-1.98,0,0
0.034757,0.10087,0,1.0005,1,0.00095605,-0.0028455,0.00019662,0,0.00019477,-4.8596e-06,0,0,0,0,1,0.5225,-1.9775,0,0
0.034755,0.10087,0,1.0005,1,0.00096834,-0.003148,0.00040567,0,0.00040374,-1.4587e-05,0,0,0,0,1,0.525,-1.975,0,0
0.034752,0.10088,0,1.0005,1,0.00098142,-0.003222,0.00020916,0,0.00020693,-4.9368e-06,0,0,0,0,1,0.5275,-1.9725,0,0
0.034749,0.10088,0,1.0005,1,0.00099451,-0.003222,0.00020916,0,0.00020693,-4.9368e-06,0,0,0,0,1,0.53,-1.97,0,0
0.034747,0.10088,0,1.0005,1,0.0010076,-0.003222,0.00020916,0,0.00020693,-4.9368e-06,0,0,0,0,1,0.5325,-1.9675,0,0
0.034744,0.10088,0,1.0005,1,0.0010207,-0.003222,0.00020916,0,0.00020693,-4.9368e-06,0,0,0,0,1,0.535,-1.965,0,0
0.034742,0.10088,0,1.0005,1,0.0010338,-0.003222,0.00020916,0,0.00020693,-4.9368e-06,0,0,0,0,1,0.5375,-1.9625,0,0
0.034739,0.10089,0,1.0005,1,0.0010469,-0.003222,0.00020916,0,0.00020693,-4.9368e-06,0,0,0,0,1,0.54,-1.96,0,0
0.034737,0.10089,0,1.0005,1,0.0010599,-0.003222,0.00020916,0,0.00020693,-4.9368e-06,0,0,0,0,1,0.5425,-1.9575,0,0
0.034734,0.10089,0,1.0005,1,0.001073,-0.003222,0.00020916,0,0.00020693,-4.9368e-06,0,0,0,0,1,0.545,-1.955,0,0
0.034731,0.10089,0,1.0005,1,0.0010861,-0.003222,0.00020916,0,0.00020693,-4.9368e-06,0,0,0,0,1,0.5475,-1.9525,0,0
0.034729,0.10089,0,1.0005,1,0.0010992,-0.0035312,0.00043079,0,0.0004285,-1.4865e-05,0,0,0,0,1,0.55,-1.95,0,0
0.034726,0.10089,0,1.0006,1,0.0011131,-0.0036219,0.00022194,0,0.00021931,-5.0344e-06,0,0,0,0,1,0.5525,-1.9475,0,0
0.034723,0.1009,0,1.0006,1,0.001127,-0.0036219,0.00022194,0,0.00021931,-5.0344e-06,0,0,0,0,1,0.555,-1.945,0,0
0.03472,0.1009,0,1.0006,1,0.0011409,-0.0036219,0.00022194,0,0.00021931,-5.0344e-06,0,0,0,0,1,0.5575,-1.9425,0,0
0.034717,0.1009,0,1.0006,1,0.0011548,-0.0036219,0.00022194,0,0.00021931,-5.0344e-06,0,0,0,0,1,0.56,-1.94,0,0
0.034714,0.1009,0,1.0006,1,0.0011687,-0.0036219,0.00022194,0,0.00021931,-5.0344e-06,0,0,0,0,1,0.5625,-1.9375,0,0
0.034711,0.1009,0,1.0006,1,0.0011826,-0.0036219,0.00022194,0,0.00021931,-5.0344e-06,0,0,0,0,1,0.565,-1.935,0,0
0.034708,0.10091,0,1.0006,1,0.0011965,-0.0036219,0.00022194,0,0.00021931,-5.0344e-06,0,0,0,0,1,0.5675,-1.9325,0,0
0.034705,0.10091,0,1.0006,1,0.0012104,-0.0036219,0.00022194,0,0.00021931,-5.0344e-06,0,0,0,0,1,0.57,-1.93,0,0
0.034703,0.10091,0,1.0006,1,0.0012243,-0.0036219,0.00022194,0,0.00021931,-5.0344e-06,0,0,0,0,1,0.5725,-1.9275,0,0
0.0347,0.10091,0,1.0006,1,0.0012382,-0.0039377,0.00045645,0,0.00045379,-1.5198e-05,0,0,0,0,1,0.575,-1.925,0,0
0.034696,0.10091,0,1.0006,1,0.0012529,-0.0040459,0.00023503,0,0.00023195,-5.1521e-06,0,0,0,0,1,0.5775,-1.9225,0,0
0.034693,0.10092,0,1.0006,1,0.0012676,-0.0040459,0.00023503,0,0.00023195,-5.1521e-06,0,0,0,0,1,0.58,-1.92,0,0
0.03469,0.10092,0,1.0006,1,0.0012824,-0.0040459,0.00023503,0,0.00023195,-5.1521e-06,0,0,0,0,1,0.5825,-1.9175,0,0
0.034687,0.10092,0,1.0006,1,0.0012971,-0.0040459,0.00023503,0,0.00023195,-5.1521e-06,0,0,0,0,1,0.585,-1.915,0,0
0.034683,0.10092,0,1.0007,1,0.0013118,-0.0040459,0.00023503,0,0.00023195,-5.1521e-06,0,0,0,0,1,0.5875,-1.9125,0,0
0.03468,0.10093,0,1.0007,1,0.0013266,-0.0040459,0.00023503,0,0.00023195,-5.1521e-06,0,0,0,0,1,0.59,-1.91,0,0
0.034677,0.10093,0,1.0007,1,0.0013413,-0.0040459,0.00023503,0,0.00023195,-5.1521e-06,0,0,0,0,1,0.5925,-1.9075,0,0
0.034673,0.10093,0,1.0007,1,0.001356,-0.0040459,0.00023503,0,0.00023195,-5.1521e-06,0,0,0,0,1,0.595,-1.905,0,0
0.03467,0.10093,0,1.0007,1,0.0013707,-0.0040459,0.00023503,0,0.00023195,-5.1521e-06,0,0,0,0,1,0.5975,-1.9025,0,0
0.034667,0.10093,0,1.0007,1,0.0013855,-0.0043678,0.00048275,0,0.00047969,-1.5586e-05,0,0,0,0,1,0.6,-1.9,0,0
0.034663,0.10094,0,1.0007,1,0.0014011,-0.0044946,0.00024844,0,0.00024491,-5.2899e-06,0,0,0,0,1,0.6025,-1.8975,0,0
0.03466,0.10094,0,1.0007,1,0.0014166,-0.0044946,0.00024844,0,0.00024491,-5.2899e-06,0,0,0,0,1,0.605,-1.895,0,0
0.034656,0.10094,0,1.0007,1,0.0014322,-0.0044946,0.00024844,0,0.00024491,-5.2899e-06,0,0,0,0,1,0.6075,-1.8925,0,0
0.034652,0.10094,0,1.0007,1,0.0014478,-0.0044946,0.00024844,0,0.00024491,-5.2899e-06,0,0,0,0,1,0.61,-1.89,0,0
0.034649,0.10094,0,1.0007,1,0.0014634,-0.0044946,0.00024844,0,0.00024491,-5.2899e-06,0,0,0,0,1,0.6125,-1.8875,0,0
0.034645,0.10095,0,1.0007,1,0.001479,-0.0044946,0.00024844,0,0.00024491,-5.2899e-06,0,0,0,0,1,0.615,-1.885,0,0
0.034641,0.10095,0,1.0007,1,0.0014945,-0.0044946,0.00024844,0,0.00024491,-5.2899e-06,0,0,0,0,1,0.6175,-1.8825,0,0
0.034638,0.10095,0,1.0008,1,0.0015101,-0.0044946,0.00024844,0,0.00024491,-5.2899e-06,0,0,0,0,1,0.62,-1.88,0,0
0.034634,0.10095,0,1.0008,1,0.0015257,-0.0044946,0.00024844,0,0.00024491,-5.2899e-06,0,0,0,0,1,0.6225,-1.8775,0,0
0.03463,0.10096,0,1.0008,1,0.0015413,-0.0048222,0.00050975,0,0.00050629,-1.6026e-05,0,0,0,0,1,0.625,-1.875,0,0
0.034626,0.10096,0,1.0008,1,0.0015577,-0.0049684,0.00026223,0,0.00025823,-5.4478e-06,0,0,0,0,1,0.6275,-1.8725,0,0
0.034622,0.10096,0,1.0008,1,0.0015742,-0.0049684,0.00026223,0,0.00025823,-5.4478e-06,0,0,0,0,1,0.63,-1.87,0,0
0.034618,0.10096,0,1.0008,1,0.0015906,-0.0049684,0.00026223,0,0.00025823,-5.4478e-06,0,0,0,0,1,0.6325,-1.8675,0,0
0.034614,0.10096,0,1.0008,1,0.0016071,-0.0049684,0.00026223,0,0.00025823,-5.4478e-06,0,0,0,0,1,0.635,-1.865,0,0
0.03461,0.10097,0,1.0008,1,0.0016236,-0.0049684,0.00026223,0,0.00025823,-5.4478e-06,0,0,0,0,1,0.6375,-1.8625,0,0
0.034606,0.10097,0,1.0008,1,0.00164,-0.0049684,0.00026223,0,0.00025823,-5.4478e-06,0,0,0,0,1,0.64,-1.86,0,0
0.034602,0.10097,0,1.0008,1,0.0016565,-0.0049684,0.00026223,0,0.00025823,-5.4478e-06,0,0,0,0,1,0.6425,-1.8575,0,0
0.034598,0.10097,0,1.0008,1,0.0016729,-0.0049684,0.00026223,0,0.00025823,-5.4478e-06,0,0,0,0,1,0.645,-1.855,0,0
0.034594,0.10098,0,1.0008,1,0.0016894,-0.0049684,0.00026223,0,0.00025823,-5.4478e-06,0,0,0,0,1,0.6475,-1.8525,0,0
0.03459,0.10098,0,1.0009,1,0.0017058,-0.0053015,0.00053752,0,0.00053367,-1.652e-05,0,0,0,0,1,0.65,-1.85,0,0
0.034585,0.10098,0,1.0009,1,0.0017232,-0.0054683,0.00027643,0,0.00027196,-5.6258e-06,0,0,0,0,1,0.6525,-1.8475,0,0
0.034581,0.10098,0,1.0009,1,0.0017405,-0.0054683,0.00027643,0,0.00027196,-5.6258e-06,0,0,0,0,1,0.655,-1.845,0,0
0.034577,0.10098,0,1.0009,1,0.0017579,-0.0054683,0.00027643,0,0.00027196,-5.6258e-06,0,0,0,0,1,0.6575,-1.8425,0,0
0.034572,0.10099,0,1.0009,1,0.0017752,-0.0054683,0.00027643,0,0.00027196,-5.6258e-06,0,0,0,0,1,0.66,-1.84,0,0
0.034568,0.10099,0,1.0009,1,0.0017926,-0.0054683,0.00027643,0,0.00027196,-5.6258e-06,0,0,0,0,1,0.6625,-1.8375,0,0
0.034563,0.10099,0,1.0009,1,0.00181,-0.0054683,0.00027643,0,0.00027196,-5.6258e-06,0,0,0,0,1,0.665,-1.835,0,0
0.034559,0.10099,0,1.0009,1,0.0018273,-0.0054683,0.00027643,0,0.00027196,-5.6258e-06,0,0,0,0,1,0.6675,-1.8325,0,0
0.034554,0.101,0,1.0009,1,0.0018447,-0.0054683,0.00027643,0,0.00027196,-5.6258e-06,0,0,0,0,1,0.67,-1.83,0,0
0.03455,0.101,0,1.0009,1,0.001862,-0.0054683,0.00027643,0,0.00027196,-5.6258e-06,0,0,0,0,1,0.6725,-1.8275,0,0
0.034545,0.101,0,1.0009,1,0.0018794,-0.0058065,0.00056613,0,0.0005619,-1.7065e-05,0,0,0,0,1,0.675,-1.825,0,0
0.03454,0.101,0,1.0009,1,0.0018977,-0.0059949,0.00029107,0,0.00028615,-5.8243e-06,0,0,0,0,1,0.6775,-1.8225,0,0
0.034535,0.101,0,1.001,1,0.001916,-0.0059949,0.00029107,0,0.00028615,-5.8243e-06,0,0,0,0,1,0.68,-1.82,0,0
0.03453,0.10101,0,1.001,1,0.0019342,-0.0059949,0.00029107,0,0.00028615,-5.8243e-06,0,0,0,0,1,0.6825,-1.8175,0,0
0.034526,0.10101,0,1.001,1,0.0019525,-0.0059949,0.00029107,0,0.00028615,-5.8243e-06,0,0,0,0,1,0.685,-1.815,0,0
0.034521,0.10101,0,1.001,1,0.0019708,-0.0059949,0.00029107,0,0.00028615,-5.8243e-06,0,0,0,0,1,0.6875,-1.8125,0,0
0.034516,0.10101,0,1.001,1,0.0019891,-0.0059949,0.00029107,0,0.00028615,-5.8243e-06,0,0,0,0,1,0.69,-1.81,0,0
0.034511,0.10102,0,1.001,1,0.0020074,-0.0059949,0.00029107,0,0.00028615,-5.8243e-06,0,0,0,0,1,0.6925,-1.8075,0,0
0.034506,0.10102,0,1.001,1,0.0020257,-0.0059949,0.00029107,0,0.00028615,-5.8243e-06,0,0,0,0,1,0.695,-1.805,0,0
0.034501,0.10102,0,1.001,1,0.002044,-0.0059949,0.00029107,0,0.00028615,-5.8243e-06,0,0,0,0,1,0.6975,-1.8025,0,0
0.034496,0.10102,0,1.001,1,0.0020622,-0.0063379,0.00059564,0,0.00059106,-1.7662e-05,0,0,0,0,1,0.7,-1.8,0,0
0.034491,0.10103,0,1.001,1,0.0020815,-0.0065491,0.00030618,0,0.00030083,-6.0436e-06,0,0,0,0,1,0.7025,-1.7975,0,0
0.034485,0.10103,0,1.001,1,0.0021007,-0.0065491,0.00030618,0,0.00030083,-6.0436e-06,0,0,0,0,1,0.705,-1.795,0,0
0.03448,0.10103,0,1.0011,1,0.00212,-0.0065491,0.00030618,0,0.00030083,-6.0436e-06,0,0,0,0,1,0.7075,-1.7925,0,0
0.034475,0.10103,0,1.0011,1,0.0021392,-0.0065491,0.00030618,0,0.00030083,-6.0436e-06,0,0,0,0,1,0.71,-1.79,0,0
0.034469,0.10103,0,1.0011,1,0.0021585,-0.0065491,0.00030618,0,0.00030083,-6.0436e-06,0,0,0,0,1,0.7125,-1.7875,0,0
0.034464,0.10104,0,1.0011,1,0.0021777,-0.0065491,0.00030618,0,0.00030083,-6.0436e-06,0,0,0,0,1,0.715,-1.785,0,0
0.034458,0.10104,0,1.0011,1,0.002197,-0.0065491,0.00030618,0,0.00030083,-6.0436e-06,0,0,0,0,1,0.7175,-1.7825,0,0
0.034453,0.10104,0,1.0011,1,0.0022162,-0.0065491,0.00030618,0,0.00030083,-6.0436e-06,0,0,0,0,1,0.72,-1.78,0,0
0.034448,0.10104,0,1.0011,1,0.0022354,-0.0065491,0.00030618,0,0.00030083,-6.0436e-06,0,0,0,0,1,0.7225,-1.7775,0,0
0.034442,0.10105,0,1.0011,1,0.0022547,-0.0068965,0.00062611,0,0.00062122,-1.8312e-05,0,0,0,0,1,0.725,-1.775,0,0
0.034436,0.10105,0,1.0011,1,0.0022749,-0.0071318,0.0003218,0,0.00031605,-6.2843e-06,0,0,0,0,1,0.7275,-1.7725,0,0
0.03443,0.10105,0,1.0011,1,0.0022952,-0.0071318,0.0003218,0,0.00031605,-6.2843e-06,0,0,0,0,1,0.73,-1.77,0,0
0.034425,0.10105,0,1.0012,1,0.0023154,-0.0071318,0.0003218,0,0.00031605,-6.2843e-06,0,0,0,0,1,0.7325,-1.7675,0,0
0.034419,0.10105,0,1.0012,1,0.0023356,-0.0071318,0.0003218,0,0.00031605,-6.2843e-06,0,0,0,0,1,0.735,-1.765,0,0
0.034413,0.10106,0,1.0012,1,0.0023559,-0.0071318,0.0003218,0,0.00031605,-6.2843e-06,0,0,0,0,1,0.7375,-1.7625,0,0
0.034407,0.10106,0,1.0012,1,0.0023761,-0.0071318,0.0003218,0,0.00031605,-6.2843e-06,0,0,0,0,1,0.74,-1.76,0,0
0.034401,0.10106,0,1.0012,1,0.0023964,-0.0071318,0.0003218,0,0.00031605,-6.2843e-06,0,0,0,0,1,0.7425,-1.7575,0,0
0.034395,0.10106,0,1.0012,1,0.0024166,-0.0071318,0.0003218,0,0.00031605,-6.2843e-06,0,0,0,0,1,0.745,-1.755,0,0
0.034389,0.10107,0,1.0012,1,0.0024368,-0.0071318,0.0003218,0,0.00031605,-6.2843e-06,0,0,0,0,1,0.7475,-1.7525,0,0
0.034383,0.10107,0,1.0012,1,0.0024571,-0.0074833,0.00065759,0,0.00065246,-1.9014e-05,0,0,0,0,1,0.75,-1.75,0,0
0.034377,0.10107,0,1.0012,1,0.0024783,-0.0077439,0.00033794,0,0.00033186,-6.5473e-06,0,0,0,0,1,0.7525,-1.7475,0,0
0.034371,0.10107,0,1.0012,1,0.0024996,-0.0077439,0.00033794,0,0.00033186,-6.5473e-06,0,0,0,0,1,0.755,-1.745,0,0
0.034364,0.10108,0,1.0013,1,0.0025209,-0.0077439,0.00033794,0,0.00033186,-6.5473e-06,0,0,0,0,1,0.7575,-1.7425,0,0
0.034358,0.10108,0,1.0013,1,0.0025421,-0.0077439,0.00033794,0,0.00033186,-6.5473e-06,0,0,0,0,1,0.76,-1.74,0,0
0.034352,0.10108,0,1.0013,1,0.0025634,-0.0077439,0.00033794,0,0.00033186,-6.5473e-06,0,0,0,0,1,0.7625,-1.7375,0,0
0.034345,0.10108,0,1.0013,1,0.0025847,-0.0077439,0.00033794,0,0.00033186,-6.5473e-06,0,0,0,0,1,0.765,-1.735,0,0
0.034339,0.10108,0,1.0013,1,0.0026059,-0.0077439,0.00033794,0,0.00033186,-6.5473e-06,0,0,0,0,1,0.7675,-1.7325,0,0
0.034332,0.10109,0,1.0013,1,0.0026272,-0.0077439,0.00033794,0,0.00033186,-6.5473e-06,0,0,0,0,1,0.77,-1.73,0,0
0.034326,0.10109,0,1.0013,1,0.0026485,-0.0077439,0.00033794,0,0.00033186,-6.5473e-06,0,0,0,0,1,0.7725,-1.7275,0,0
0.03432,0.10109,0,1.0013,1,0.0026697,-0.008099,0.00069012,0,0.00068484,-1.9769e-05,0,0,0,0,1,0.775,-1.725,0,0
0.034313,0.10109,0,1.0013,1,0.002692,-0.0083864,0.00035463,0,0.00034831,-6.8337e-06,0,0,0,0,1,0.7775,-1.7225,0,0
0.034306,0.1011,0,1.0014,1,0.0027144,-0.0083864,0.00035463,0,0.00034831,-6.8337e-06,0,0,0,0,1,0.78,-1.72,0,0
0.034299,0.1011,0,1.0014,1,0.0027367,-0.0083864,0.00035463,0,0.00034831,-6.8337e-06,0,0,0,0,1,0.7825,-1.7175,0,0
0.034292,0.1011,0,1.0014,1,0.002759,-0.0083864,0.00035463,0,0.00034831,-6.8337e-06,0,0,0,0,1,0.785,-1.715,0,0
0.034285,0.1011,0,1.0014,1,0.0027814,-0.0083864,0.00035463,0,0.00034831,-6.8337e-06,0,0,0,0,1,0.7875,-1.7125,0,0
0.034278,0.1011,0,1.0014,1,0.0028037,-0.0083864,0.00035463,0,0.00034831,-6.8337e-06,0,0,0,0,1,0.79,-1.71,0,0
0.034271,0.10111,0,1.0014,1,0.002826,-0.0083864,0.00035463,0,0.00034831,-6.8337e-06,0,0,0,0,1,0.7925,-1.7075,0,0
0.034264,0.10111,0,1.0014,1,0.0028483,-0.0083864,0.00035463,0,0.00034831,-6.8337e-06,0,0,0,0,1,0.795,-1.705,0,0
0.034257,0.10111,0,1.0014,1,0.0028707,-0.0083864,0.00035463,0,0.00034831,-6.8337e-06,0,0,0,0,1,0.7975,-1.7025,0,0
0.03425,0.10111,0,1.0014,1,0.002893,-0.0087447,0.00072376,0,0.00071843,-2.0579e-05,0,0,0,0,1,0.8,-1.7,0,0
0.034243,0.10112,0,1.0015,1,0.0029164,-0.0090604,0.00037189,0,0.00036544,-7.1448e-06,0,0,0,0,1,0.8025,-1.6975,0,0
0.034235,0.10112,0,1.0015,1,0.0029399,-0.0090604,0.00037189,0,0.00036544,-7.1448e-06,0,0,0,0,1,0.805,-1.695,0,0
0.034228,0.10112,0,1.0015,1,0.0029633,-0.0090604,0.00037189,0,0.00036544,-7.1448e-06,0,0,0,0,1,0.8075,-1.6925,0,0
0.03422,0.10112,0,1.0015,1,0.0029867,-0.0090604,0.00037189,0,0.00036544,-7.1448e-06,0,0,0,0,1,0.81,-1.69,0,0
0.034213,0.10112,0,1.0015,1,0.0030101,-0.0090604,0.00037189,0,0.00036544,-7.1448e-06,0,0,0,0,1,0.8125,-1.6875,0,0
0.034205,0.10113,0,1.0015,1,0.0030336,-0.0090604,0.00037189,0,0.00036544,-7.1448e-06,0,0,0,0,1,0.815,-1.685,0,0
0.034198,0.10113,0,1.0015,1,0.003057,-0.0090604,0.00037189,0,0.00036544,-7.1448e-06,0,0,0,0,1,0.8175,-1.6825,0,0
0.03419,0.10113,0,1.0015,1,0.0030804,-0.0090604,0.00037189,0,0.00036544,-7.1448e-06,0,0,0,0,1,0.82,-1.68,0,0
