"Damage","Displacement:0","Displacement:1","Displacement:2","F33","J","Pressure","Nominal Stress:0","Nominal Stress:1","Nominal Stress:2","Nominal Stress:3","Nominal Stress:4","Nominal Stress:5","Nominal Stress:6","Nominal Stress:7","Nominal Stress:8","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0.034785,0.097021,0,0.99682,1,-0.0063573,9.392e-08,4.0224e-05,0,4.2909e-05,0.019068,0,0,0,0,1,0,-2.5,0.5,0
0,0.034769,0.097021,0,0.99682,1,-0.0063453,9.392e-08,4.0224e-05,0,4.2909e-05,0.019068,0,0,0,0,1,0.0050001,-2.495,0.5,0
0,0.034753,0.097022,0,0.99683,1,-0.0063333,9.392e-08,4.0224e-05,0,4.2909e-05,0.019068,0,0,0,0,1,0.01,-2.49,0.5,0
0,0.034737,0.097023,0,0.99683,1,-0.0063212,9.392e-08,4.0224e-05,0,4.2909e-05,0.019068,0,0,0,0,1,0.015,-2.485,0.5,0
0,0.034721,0.097024,0,0.99684,1,-0.0063092,2.8148e-08,0.00015913,0,0.00016254,0.018918,0,0,0,0,1,0.02,-2.48,0.5,0
0,0.034706,0.097025,0,0.99685,1,-0.0062971,2.8148e-08,0.00015913,0,0.00016254,0.018918,0,0,0,0,1,0.025,-2.475,0.5,0
0,0.03469,0.097027,0,0.99685,1,-0.0062851,2.8148e-08,0.00015913,0,0.00016254,0.018918,0,0,0,0,1,0.03,-2.47,0.5,0
0,0.034674,0.097028,0,0.99686,1,-0.006273,2.8148e-08,0.00015913,0,0.00016254,0.018918,0,0,0,0,1,0.035,-2.465,0.5,0
0,0.034658,0.097029,0,0.99686,1,-0.0062609,4.3719e-09,0.00026254,0,0.00026657,0.018768,0,0,0,0,1,0.04,-2.46,0.5,0
0,0.034643,0.097031,0,0.99687,1,-0.0062489,4.3719e-09,0.00026254,0,0.00026657,0.018768,0,0,0,0,1,0.045,-2.455,0.5,0
0,0.034627,0.097033,0,0.99688,1,-0.0062368,4.3719e-09,0.00026254,0,0.00026657,0.018768,0,0,0,0,1,0.05,-2.45,0.5,0
0,0.034611,0.097034,0,0.99688,1,-0.0062248,4.3719e-09,0.00026254,0,0.00026657,0.018768,0,0,0,0,1,0.055,-2.445,0.5,0
0,0.034596,0.097036,0,0.99689,1,-0.0062127,-1.1815e-06,0.00035133,0,0.00035588,0.01862,0,0,0,0,1,0.06,-2.44,0.5,0
0,0.03458,0.097038,0,0.99689,1,-0.0062008,-1.1815e-06,0.00035133,0,0.00035588,0.01862,0,0,0,0,1,0.065,-2.435,0.5,0
0,0.034565,0.09704,0,0.9969,1,-0.0061889,-1.1815e-06,0.00035133,0,0.00035588,0.01862,0,0,0,0,1,0.07,-2.43,0.5,0
0,0.034549,0.097042,0,0.99691,1,-0.006177,-1.1815e-06,0.00035133,0,0.00035588,0.01862,0,0,0,0,1,0.075,-2.425,0.5,0
0,0.034534,0.097044,0,0.99691,1,-0.0061651,-4.6564e-06,0.00042679,0,0.00043175,0.018477,0,0,0,0,1,0.08,-2.42,0.5,0
0,0.034518,0.097047,0,0.99692,1,-0.0061534,-4.6564e-06,0.00042679,0,0.00043175,0.018477,0,0,0,0,1,0.085,-2.415,0.5,0
0,0.034503,0.097049,0,0.99692,1,-0.0061417,-4.6564e-06,0.00042679,0,0.00043175,0.018477,0,0,0,0,1,0.09,-2.41,0.5,0
0,0.034488,0.097052,0,0.99693,1,-0.00613,-4.6564e-06,0.00042679,0,0.00043175,0.018477,0,0,0,0,1,0.095,-2.405,0.5,0
0,0.034472,0.097054,0,0.99694,1,-0.0061183,-1.1361e-05,0.00049055,0,0.00049583,0.01834,0,0,0,0,1,0.1,-2.4,0.5,0
0,0.034457,0.097057,0,0.99694,1,-0.0061069,-1.1361e-05,0.00049055,0,0.00049583,0.01834,0,0,0,0,1,0.105,-2.395,0.5,0
0,0.034442,0.097059,0,0.99695,1,-0.0060955,-1.1361e-05,0.00049055,0,0.00049583,0.01834,0,0,0,0,1,0.11,-2.39,0.5,0
0,0.034426,0.097062,0,0.99695,1,-0.0060841,-1.1361e-05,0.00049055,0,0.00049583,0.01834,0,0,0,0,1,0.115,-2.385,0.5,0
0,0.034411,0.097065,0,0.99696,1,-0.0060727,-2.1982e-05,0.00054448,0,0.00055,0.01821,0,0,0,0,1,0.12,-2.38,0.5,0
0,0.034396,0.097067,0,0.99696,1,-0.0060616,-2.1982e-05,0.00054448,0,0.00055,0.01821,0,0,0,0,1,0.125,-2.375,0.5,0
0,0.034381,0.09707,0,0.99697,1,-0.0060506,-2.1982e-05,0.00054448,0,0.00055,0.01821,0,0,0,0,1,0.13,-2.37,0.5,0
0,0.034366,0.097073,0,0.99698,1,-0.0060395,-2.1982e-05,0.00054448,0,0.00055,0.01821,0,0,0,0,1,0.135,-2.365,0.5,0
0,0.03435,0.097076,0,0.99698,1,-0.0060284,-3.692e-05,0.00059058,0,0.00059627,0.01809,0,0,0,0,1,0.14,-2.36,0.5,0
0,0.034335,0.097079,0,0.99699,1,-0.0060178,-3.692e-05,0.00059058,0,0.00059627,0.01809,0,0,0,0,1,0.145,-2.355,0.5,0
0,0.03432,0.097082,0,0.99699,1,-0.0060071,-3.692e-05,0.00059058,0,0.00059627,0.01809,0,0,0,0,1,0.15,-2.35,0.5,0
0,0.034305,0.097085,0,0.997,1,-0.0059964,-3.692e-05,0.00059058,0,0.00059627,0.01809,0,0,0,0,1,0.155,-2.345,0.5,0
