"Damage","Displacement:0","Displacement:1","Displacement:2","J","Pressure","Nominal Stress:0","Nominal Stress:1","Nominal Stress:2","Nominal Stress:3","Nominal Stress:4","Nominal Stress:5","Nominal Stress:6","Nominal Stress:7","Nominal Stress:8","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.095179,-0.078068,1.8369,0.008417,1.0344,-0.19564,0.13908,0.031808,0.0015298,-0.77374,0.52454,-0.0019962,0.0036901,-0.0015345,0.057682,1,0,0,0.05,0
0.096293,-0.078155,1.8346,0.0084281,1.0346,-0.19605,0.13908,0.031808,0.0015298,-0.77374,0.52454,-0.0019962,0.0036901,-0.0015345,0.057682,1,0.0005,0.0005,0.05,0
0.09648,-0.078268,1.8325,0.0084238,1.033,-0.19627,0.1199,0.017608,0.000839,-0.69016,0.53968,-0.0030798,-0.0013233,-0.0030889,0.032183,1,0.001,0.001,0.05,0
0.096636,-0.078382,1.8304,0.0084191,1.0313,-0.19648,0.1199,0.017608,0.000839,-0.69016,0.53968,-0.0030798,-0.0013233,-0.0030889,0.032183,1,0.0015,0.0015,0.05,0
0.096791,-0.078496,1.8283,0.0084143,1.0297,-0.19669,0.1199,0.017608,0.000839,-0.69016,0.53968,-0.0030798,-0.0013233,-0.0030889,0.032183,1,0.002,0.002,0.05,0
0.096947,-0.07861,1.8263,0.0084095,1.0281,-0.1969,0.1199,0.017608,0.000839,-0.69016,0.53968,-0.0030798,-0.0013233,-0.0030889,0.032183,1,0.0025,0.0025,0.05,0
0.097103,-0.078724,1.8242,0.0084048,1.0264,-0.19711,0.1199,0.017608,0.000839,-0.69016,0.53968,-0.0030798,-0.0013233,-0.0030889,0.032183,1,0.003,0.003,0.05,0
0.097258,-0.078838,1.8221,0.0084,1.0248,-0.19732,0.1199,0.017608,0.000839,-0.69016,0.53968,-0.0030798,-0.0013233,-0.0030889,0.032183,1,0.0035,0.0035,0.05,0
0.097414,-0.078952,1.82,0.0083952,1.0232,-0.19753,0.1199,0.017608,0.000839,-0.69016,0.53968,-0.0030798,-0.0013233,-0.0030889,0.032183,1,0.004,0.004,0.05,0
0.097569,-0.079066,1.8179,0.0083905,1.0215,-0.19774,0.1199,0.017608,0.000839,-0.69016,0.53968,-0.0030798,-0.0013233,-0.0030889,0.032183,1,0.0045,0.0045,0.05,0
0.097725,-0.07918,1.8158,0.0083857,1.0199,-0.19795,0.1199,0.017608,0.000839,-0.69016,0.53968,-0.0030798,-0.0013233,-0.0030889,0.032183,1,0.005,0.005,0.05,0
0.097881,-0.079294,1.8137,0.0083809,1.0182,-0.19816,0.1199,0.017608,0.000839,-0.69016,0.53968,-0.0030798,-0.0013233,-0.0030889,0.032183,1,0.0055,0.0055,0.05,0
0.098036,-0.079408,1.8116,0.0083762,1.0166,-0.19837,0.1199,0.017608,0.000839,-0.69016,0.53968,-0.0030798,-0.0013233,-0.0030889,0.032183,1,0.006,0.006,0.05,0
0.098192,-0.079522,1.8095,0.0083714,1.015,-0.19858,0.1199,0.017608,0.000839,-0.69016,0.53968,-0.0030798,-0.0013233,-0.0030889,0.032183,1,0.0065,0.0065,0.05,0
0.098348,-0.079636,1.8075,0.0083666,1.0133,-0.19879,0.1199,0.017608,0.000839,-0.69016,0.53968,-0.0030798,-0.0013233,-0.0030889,0.032183,1,0.007,0.007,0.05,0
0.098503,-0.07975,1.8054,0.0083619,1.0117,-0.199,0.1199,0.017608,0.000839,-0.69016,0.53968,-0.0030798,-0.0013233,-0.0030889,0.032183,1,0.0075,0.0075,0.05,0
0.098659,-0.079864,1.8033,0.0083571,1.0101,-0.19921,0.1199,0.017608,0.000839,-0.69016,0.53968,-0.0030798,-0.0013233,-0.0030889,0.032183,1,0.008,0.008,0.05,0
0.098814,-0.079978,1.8012,0.0083523,1.0084,-0.19942,0.1199,0.017608,0.000839,-0.69016,0.53968,-0.0030798,-0.0013233,-0.0030889,0.032183,1,0.0085,0.0085,0.05,0
0.098985,-0.080092,1.7991,0.0083478,1.0068,-0.19964,0.13193,0.026514,0.001711,-0.70099,0.60568,-0.0072631,0.00011874,-0.00067651,0.051824,1,0.009,0.009,0.05,0
0.099534,-0.080206,1.7971,0.0083479,1.0064,-0.19993,0.13193,0.026514,0.001711,-0.70099,0.60568,-0.0072631,0.00011874,-0.00067651,0.051824,1,0.0095,0.0095,0.05,0
0.10008,-0.08032,1.7951,0.0083481,1.0059,-0.20023,0.13193,0.026514,0.001711,-0.70099,0.60568,-0.0072631,0.00011874,-0.00067651,0.051824,1,0.01,0.01,0.05,0
0.10063,-0.080434,1.793,0.0083482,1.0054,-0.20053,0.13193,0.026514,0.001711,-0.70099,0.60568,-0.0072631,0.00011874,-0.00067651,0.051824,1,0.0105,0.0105,0.05,0
0.10117,-0.080549,1.791,0.008349,1.005,-0.20083,0.11552,0.010223,0.0025881,-0.68518,0.59054,-0.0088161,0.0030423,0.00010345,0.0023039,1,0.011,0.011,0.05,0
0.10168,-0.080663,1.789,0.0083559,1.0047,-0.20111,0.11552,0.010223,0.0025881,-0.68518,0.59054,-0.0088161,0.0030423,0.00010345,0.0023039,1,0.0115,0.0115,0.05,0
0.10218,-0.080777,1.787,0.0083629,1.0045,-0.2014,0.11552,0.010223,0.0025881,-0.68518,0.59054,-0.0088161,0.0030423,0.00010345,0.0023039,1,0.012,0.012,0.05,0
0.10236,-0.080898,1.785,0.0083681,1.0048,-0.2016,0.10383,0.0047611,0.0020928,-0.62508,0.60183,-0.0092885,0.0019246,-0.00047902,-0.0089269,1,0.0125,0.0125,0.05,0
0.10213,-0.081028,1.7832,0.0083711,1.0057,-0.2017,0.10383,0.0047611,0.0020928,-0.62508,0.60183,-0.0092885,0.0019246,-0.00047902,-0.0089269,1,0.013,0.013,0.05,0
0.10194,-0.081161,1.7813,0.0083734,1.0064,-0.20181,0.09432,-0.0026805,-0.0039853,-0.59999,0.63183,0.049811,-0.002843,0.0025857,-0.03163,1,0.0135,0.0135,0.05,0
0.10179,-0.081301,1.7796,0.0083743,1.0068,-0.20191,0.09432,-0.0026805,-0.0039853,-0.59999,0.63183,0.049811,-0.002843,0.0025857,-0.03163,1,0.014,0.014,0.05,0
0.10165,-0.081442,1.7778,0.0083752,1.0071,-0.20202,0.09432,-0.0026805,-0.0039853,-0.59999,0.63183,0.049811,-0.002843,0.0025857,-0.03163,1,0.0145,0.0145,0.05,0
0.10151,-0.081582,1.7761,0.0083761,1.0074,-0.20213,0.09432,-0.0026805,-0.0039853,-0.59999,0.63183,0.049811,-0.002843,0.0025857,-0.03163,1,0.015,0.015,0.05,0
0.10137,-0.081722,1.7743,0.008377,1.0078,-0.20224,0.09432,-0.0026805,-0.0039853,-0.59999,0.63183,0.049811,-0.002843,0.0025857,-0.03163,1,0.0155,0.0155,0.05,0
0.10116,-0.081858,1.7725,0.0083758,1.0086,-0.20232,0.10721,0.0019593,-0.00021134,-0.65422,0.66823,-0.00032655,-0.0025755,0.0014278,-0.0085294,1,0.016,0.016,0.05,0
0.10072,-0.081982,1.7705,0.0083677,1.011,-0.20235,0.10721,0.0019593,-0.00021134,-0.65422,0.66823,-0.00032655,-0.0025755,0.0014278,-0.0085294,1,0.0165,0.0165,0.05,0
0.10028,-0.082105,1.7686,0.0083596,1.0134,-0.20238,0.10721,0.0019593,-0.00021134,-0.65422,0.66823,-0.00032655,-0.0025755,0.0014278,-0.0085294,1,0.017,0.017,0.05,0
0.099844,-0.082229,1.7666,0.0083515,1.0158,-0.20241,0.10721,0.0019593,-0.00021134,-0.65422,0.66823,-0.00032655,-0.0025755,0.0014278,-0.0085294,1,0.0175,0.0175,0.05,0
0.099404,-0.082353,1.7646,0.0083434,1.0182,-0.20244,0.10721,0.0019593,-0.00021134,-0.65422,0.66823,-0.00032655,-0.0025755,0.0014278,-0.0085294,1,0.018,0.018,0.05,0
0.098965,-0.082476,1.7627,0.0083352,1.0206,-0.20247,0.10721,0.0019593,-0.00021134,-0.65422,0.66823,-0.00032655,-0.0025755,0.0014278,-0.0085294,1,0.0185,0.0185,0.05,0
0.098526,-0.0826,1.7607,0.0083271,1.0229,-0.2025,0.10721,0.0019593,-0.00021134,-0.65422,0.66823,-0.00032655,-0.0025755,0.0014278,-0.0085294,1,0.019,0.019,0.05,0
0.098312,-0.082712,1.7586,0.0083242,1.0247,-0.20258,0.13095,0.015462,-0.00058431,-0.68297,0.77632,0.020158,-0.00036617,-0.0035623,0.06615,1,0.0195,0.0195,0.05,0
0.098139,-0.082822,1.7564,0.0083224,1.0263,-0.20267,0.13095,0.015462,-0.00058431,-0.68297,0.77632,0.020158,-0.00036617,-0.0035623,0.06615,1,0.02,0.02,0.05,0
0.097966,-0.082932,1.7543,0.0083205,1.0279,-0.20277,0.13095,0.015462,-0.00058431,-0.68297,0.77632,0.020158,-0.00036617,-0.0035623,0.06615,1,0.0205,0.0205,0.05,0
0.097793,-0.083042,1.7521,0.0083186,1.0295,-0.20286,0.13095,0.015462,-0.00058431,-0.68297,0.77632,0.020158,-0.00036617,-0.0035623,0.06615,1,0.021,0.021,0.05,0
0.09762,-0.083152,1.75,0.0083167,1.0311,-0.20295,0.13095,0.015462,-0.00058431,-0.68297,0.77632,0.020158,-0.00036617,-0.0035623,0.06615,1,0.0215,0.0215,0.05,0
0.097448,-0.083262,1.7478,0.0083148,1.0327,-0.20305,0.13095,0.015462,-0.00058431,-0.68297,0.77632,0.020158,-0.00036617,-0.0035623,0.06615,1,0.022,0.022,0.05,0
0.097081,-0.083381,1.7458,0.0083112,1.033,-0.20304,0.10745,0.003619,0.00029195,-0.55808,0.77684,-0.012261,-0.0022453,-0.0033423,0.023472,1,0.0225,0.0225,0.05,0
0.096246,-0.08352,1.744,0.0083035,1.03,-0.20282,0.10745,0.003619,0.00029195,-0.55808,0.77684,-0.012261,-0.0022453,-0.0033423,0.023472,1,0.023,0.023,0.05,0
0.095411,-0.083659,1.7423,0.0082958,1.0271,-0.20259,0.10745,0.003619,0.00029195,-0.55808,0.77684,-0.012261,-0.0022453,-0.0033423,0.023472,1,0.0235,0.0235,0.05,0
0.094576,-0.083798,1.7405,0.008288,1.0241,-0.20236,0.10745,0.003619,0.00029195,-0.55808,0.77684,-0.012261,-0.0022453,-0.0033423,0.023472,1,0.024,0.024,0.05,0
0.093741,-0.083937,1.7388,0.0082803,1.0211,-0.20213,0.10745,0.003619,0.00029195,-0.55808,0.77684,-0.012261,-0.0022453,-0.0033423,0.023472,1,0.0245,0.0245,0.05,0
