"Damage","Displacement:0","Displacement:1","Displacement:2","J","Pressure","Nominal Stress:0","Nominal Stress:1","Nominal Stress:2","Nominal Stress:3","Nominal Stress:4","Nominal Stress:5","Nominal Stress:6","Nominal Stress:7","Nominal Stress:8","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.00012945,-0.0028089,2.7573,0.004574,1.0006,-0.00036123,-0.00086576,-0.00059921,4.2892e-06,-0.00060987,0.0018985,8.2122e-05,2.3259e-05,6.8445e-05,0.00021018,1,0,0,0.1,0
9.3929e-05,-0.0028106,2.7573,0.0045646,1.0006,-0.00036391,-0.00086576,-0.00059921,4.2892e-06,-0.00060987,0.0018985,8.2122e-05,2.3259e-05,6.8445e-05,0.00021018,1,0.0005,0.0005,0.1,0
5.8406e-05,-0.0028122,2.7573,0.0045552,1.0006,-0.00036659,-0.00086576,-0.00059921,4.2892e-06,-0.00060987,0.0018985,8.2122e-05,2.3259e-05,6.8445e-05,0.00021018,1,0.001,0.001,0.1,0
2.2883e-05,-0.0028138,2.7573,0.0045458,1.0006,-0.00036927,-0.00086576,-0.00059921,4.2892e-06,-0.00060987,0.0018985,8.2122e-05,2.3259e-05,6.8445e-05,0.00021018,1,0.0015,0.0015,0.1,0
0,-0.0028154,2.7573,0.0045365,1.0006,-0.00037197,-0.00082004,-0.00050484,6.9429e-05,-0.00051763,0.0021548,9.7203e-05,8.6877e-05,8.2307e-05,0.00013347,1,0.002,0.002,0.1,0
0,-0.002817,2.7573,0.0045275,1.0006,-0.0003747,-0.00082004,-0.00050484,6.9429e-05,-0.00051763,0.0021548,9.7203e-05,8.6877e-05,8.2307e-05,0.00013347,1,0.0025,0.0025,0.1,0
0,-0.0028186,2.7573,0.0045184,1.0006,-0.00037743,-0.00082004,-0.00050484,6.9429e-05,-0.00051763,0.0021548,9.7203e-05,8.6877e-05,8.2307e-05,0.00013347,1,0.003,0.003,0.1,0
0,-0.0028201,2.7573,0.0045093,1.0006,-0.00038016,-0.00082004,-0.00050484,6.9429e-05,-0.00051763,0.0021548,9.7203e-05,8.6877e-05,8.2307e-05,0.00013347,1,0.0035,0.0035,0.1,0
0,-0.0028217,2.7573,0.0045002,1.0006,-0.00038289,-0.00082004,-0.00050484,6.9429e-05,-0.00051763,0.0021548,9.7203e-05,8.6877e-05,8.2307e-05,0.00013347,1,0.004,0.004,0.1,0
0,-0.0028233,2.7573,0.0044912,1.0006,-0.00038562,-0.00082004,-0.00050484,6.9429e-05,-0.00051763,0.0021548,9.7203e-05,8.6877e-05,8.2307e-05,0.00013347,1,0.0045,0.0045,0.1,0
0,-0.0028249,2.7572,0.0044821,1.0006,-0.00038835,-0.00082004,-0.00050484,6.9429e-05,-0.00051763,0.0021548,9.7203e-05,8.6877e-05,8.2307e-05,0.00013347,1,0.005,0.005,0.1,0
0,-0.0028266,2.7572,0.0044727,1.0006,-0.0003911,-0.001005,-0.00054881,-0.00013938,-0.00056139,0.0022218,1.0668e-05,-0.00011887,-5.975e-06,0.00022462,1,0.0055,0.0055,0.1,0
0,-0.0028285,2.7572,0.0044632,1.0006,-0.00039388,-0.001005,-0.00054881,-0.00013938,-0.00056139,0.0022218,1.0668e-05,-0.00011887,-5.975e-06,0.00022462,1,0.006,0.006,0.1,0
0,-0.0028304,2.7572,0.0044537,1.0006,-0.00039666,-0.001005,-0.00054881,-0.00013938,-0.00056139,0.0022218,1.0668e-05,-0.00011887,-5.975e-06,0.00022462,1,0.0065,0.0065,0.1,0
