"Damage","Displacement:0","Displacement:1","Displacement:2","J","Pressure","Nominal Stress:0","Nominal Stress:1","Nominal Stress:2","Nominal Stress:3","Nominal Stress:4","Nominal Stress:5","Nominal Stress:6","Nominal Stress:7","Nominal Stress:8","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.0043461,-0.071429,1.8913,0.0082821,1.0023,-0.16826,0.089166,0.0029723,-0.0056955,-0.55904,0.5177,0.059249,-0.0046043,0.0031398,-0.023438,1,0,0,0.08,0
0.0043781,-0.071598,1.8899,0.0082851,1.0019,-0.16845,0.089166,0.0029723,-0.0056955,-0.55904,0.5177,0.059249,-0.0046043,0.0031398,-0.023438,1,0.0005,0.0005,0.08,0
0.0044101,-0.071766,1.8885,0.0082881,1.0014,-0.16864,0.089166,0.0029723,-0.0056955,-0.55904,0.5177,0.059249,-0.0046043,0.0031398,-0.023438,1,0.001,0.001,0.08,0
0.0044421,-0.071934,1.887,0.0082911,1.001,-0.16883,0.089166,0.0029723,-0.0056955,-0.55904,0.5177,0.059249,-0.0046043,0.0031398,-0.023438,1,0.0015,0.0015,0.08,0
0.0044741,-0.072103,1.8856,0.0082941,1.0005,-0.16903,0.089166,0.0029723,-0.0056955,-0.55904,0.5177,0.059249,-0.0046043,0.0031398,-0.023438,1,0.002,0.002,0.08,0
0.0045061,-0.072271,1.8842,0.0082971,1.0001,-0.16922,0.089166,0.0029723,-0.0056955,-0.55904,0.5177,0.059249,-0.0046043,0.0031398,-0.023438,1,0.0025,0.0025,0.08,0
0.0045381,-0.072439,1.8827,0.0083001,0.99966,-0.16941,0.089166,0.0029723,-0.0056955,-0.55904,0.5177,0.059249,-0.0046043,0.0031398,-0.023438,1,0.003,0.003,0.08,0
0.0045702,-0.072608,1.8813,0.0083031,0.99922,-0.1696,0.089166,0.0029723,-0.0056955,-0.55904,0.5177,0.059249,-0.0046043,0.0031398,-0.023438,1,0.0035,0.0035,0.08,0
0.0046022,-0.072776,1.8799,0.0083061,0.99878,-0.16979,0.089166,0.0029723,-0.0056955,-0.55904,0.5177,0.059249,-0.0046043,0.0031398,-0.023438,1,0.004,0.004,0.08,0
0.0046342,-0.072944,1.8785,0.0083091,0.99834,-0.16998,0.089166,0.0029723,-0.0056955,-0.55904,0.5177,0.059249,-0.0046043,0.0031398,-0.023438,1,0.0045,0.0045,0.08,0
0.0046662,-0.073113,1.877,0.0083121,0.9979,-0.17017,0.089166,0.0029723,-0.0056955,-0.55904,0.5177,0.059249,-0.0046043,0.0031398,-0.023438,1,0.005,0.005,0.08,0
0.0046982,-0.073281,1.8756,0.0083151,0.99745,-0.17037,0.089166,0.0029723,-0.0056955,-0.55904,0.5177,0.059249,-0.0046043,0.0031398,-0.023438,1,0.0055,0.0055,0.08,0
0.0047302,-0.073449,1.8742,0.0083181,0.99701,-0.17056,0.089166,0.0029723,-0.0056955,-0.55904,0.5177,0.059249,-0.0046043,0.0031398,-0.023438,1,0.006,0.006,0.08,0
0.0047622,-0.073618,1.8727,0.0083211,0.99657,-0.17075,0.089166,0.0029723,-0.0056955,-0.55904,0.5177,0.059249,-0.0046043,0.0031398,-0.023438,1,0.0065,0.0065,0.08,0
0.0047942,-0.073786,1.8713,0.0083241,0.99613,-0.17094,0.089166,0.0029723,-0.0056955,-0.55904,0.5177,0.059249,-0.0046043,0.0031398,-0.023438,1,0.007,0.007,0.08,0
0.0048262,-0.073955,1.8699,0.0083271,0.99569,-0.17113,0.089166,0.0029723,-0.0056955,-0.55904,0.5177,0.059249,-0.0046043,0.0031398,-0.023438,1,0.0075,0.0075,0.08,0
0.0048582,-0.074123,1.8685,0.0083301,0.99524,-0.17132,0.089166,0.0029723,-0.0056955,-0.55904,0.5177,0.059249,-0.0046043,0.0031398,-0.023438,1,0.008,0.008,0.08,0
0.0048902,-0.074291,1.867,0.0083331,0.9948,-0.17151,0.089166,0.0029723,-0.0056955,-0.55904,0.5177,0.059249,-0.0046043,0.0031398,-0.023438,1,0.0085,0.0085,0.08,0
0.0049222,-0.07446,1.8656,0.0083361,0.99436,-0.17171,0.089166,0.0029723,-0.0056955,-0.55904,0.5177,0.059249,-0.0046043,0.0031398,-0.023438,1,0.009,0.009,0.08,0
0.0049542,-0.074628,1.8642,0.0083391,0.99392,-0.1719,0.089166,0.0029723,-0.0056955,-0.55904,0.5177,0.059249,-0.0046043,0.0031398,-0.023438,1,0.0095,0.0095,0.08,0
