"Damage","Displacement:0","Displacement:1","Displacement:2","J","Pressure","Nominal Stress:0","Nominal Stress:1","Nominal Stress:2","Nominal Stress:3","Nominal Stress:4","Nominal Stress:5","Nominal Stress:6","Nominal Stress:7","Nominal Stress:8","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.18249,-0.0032109,2.7571,0.0051593,0.9021,-0.001374,-0.00039707,-0.00092804,-0.00011828,-0.00095508,0.0023323,1.1367e-05,-0.00010264,4.1552e-08,0.00019965,1,0,0,0.05,0
0.18558,-0.003213,2.7571,0.0051482,0.88986,-0.0014118,-0.00039707,-0.00092804,-0.00011828,-0.00095508,0.0023323,1.1367e-05,-0.00010264,4.1552e-08,0.00019965,1,0.0005,0.0005,0.05,0
0.18771,-0.0032152,2.7571,0.0051367,0.89441,-0.0014383,-0.00028806,-0.00064595,-0.00022946,-0.00067486,0.0024927,-3.0989e-05,-0.00022229,-5.3649e-05,0.00035117,1,0.001,0.001,0.05,0
0.18981,-0.0032173,2.757,0.0051251,0.89952,-0.0014644,-0.00028806,-0.00064595,-0.00022946,-0.00067486,0.0024927,-3.0989e-05,-0.00022229,-5.3649e-05,0.00035117,1,0.0015,0.0015,0.05,0
0.19191,-0.0032195,2.757,0.0051135,0.90464,-0.0014905,-0.00028806,-0.00064595,-0.00022946,-0.00067486,0.0024927,-3.0989e-05,-0.00022229,-5.3649e-05,0.00035117,1,0.002,0.002,0.05,0
0.19401,-0.0032217,2.757,0.0051019,0.90975,-0.0015166,-0.00028806,-0.00064595,-0.00022946,-0.00067486,0.0024927,-3.0989e-05,-0.00022229,-5.3649e-05,0.00035117,1,0.0025,0.0025,0.05,0
0.19611,-0.0032239,2.757,0.0050903,0.91487,-0.0015427,-0.00028806,-0.00064595,-0.00022946,-0.00067486,0.0024927,-3.0989e-05,-0.00022229,-5.3649e-05,0.00035117,1,0.003,0.003,0.05,0
0.19821,-0.0032261,2.757,0.0050788,0.91998,-0.0015688,-0.00028806,-0.00064595,-0.00022946,-0.00067486,0.0024927,-3.0989e-05,-0.00022229,-5.3649e-05,0.00035117,1,0.0035,0.0035,0.05,0
0.2003,-0.0032283,2.757,0.0050672,0.9251,-0.0015949,-0.00028806,-0.00064595,-0.00022946,-0.00067486,0.0024927,-3.0989e-05,-0.00022229,-5.3649e-05,0.00035117,1,0.004,0.004,0.05,0
0.2024,-0.0032305,2.757,0.0050556,0.93021,-0.0016211,-0.00028806,-0.00064595,-0.00022946,-0.00067486,0.0024927,-3.0989e-05,-0.00022229,-5.3649e-05,0.00035117,1,0.0045,0.0045,0.05,0
0.2045,-0.0032327,2.757,0.005044,0.93533,-0.0016472,-0.00028806,-0.00064595,-0.00022946,-0.00067486,0.0024927,-3.0989e-05,-0.00022229,-5.3649e-05,0.00035117,1,0.005,0.005,0.05,0
0.2066,-0.0032349,2.757,0.0050324,0.94044,-0.0016733,-0.00028806,-0.00064595,-0.00022946,-0.00067486,0.0024927,-3.0989e-05,-0.00022229,-5.3649e-05,0.00035117,1,0.0055,0.0055,0.05,0
0.2087,-0.0032371,2.757,0.0050209,0.94555,-0.0016994,-0.00028806,-0.00064595,-0.00022946,-0.00067486,0.0024927,-3.0989e-05,-0.00022229,-5.3649e-05,0.00035117,1,0.006,0.006,0.05,0
0.2108,-0.0032392,2.757,0.0050093,0.95067,-0.0017255,-0.00028806,-0.00064595,-0.00022946,-0.00067486,0.0024927,-3.0989e-05,-0.00022229,-5.3649e-05,0.00035117,1,0.0065,0.0065,0.05,0
0.2129,-0.0032414,2.757,0.0049977,0.95578,-0.0017516,-0.00028806,-0.00064595,-0.00022946,-0.00067486,0.0024927,-3.0989e-05,-0.00022229,-5.3649e-05,0.00035117,1,0.007,0.007,0.05,0
0.21499,-0.0032436,2.757,0.0049861,0.9609,-0.0017777,-0.00028806,-0.00064595,-0.00022946,-0.00067486,0.0024927,-3.0989e-05,-0.00022229,-5.3649e-05,0.00035117,1,0.0075,0.0075,0.05,0
0.21709,-0.0032458,2.757,0.0049745,0.96601,-0.0018038,-0.00028806,-0.00064595,-0.00022946,-0.00067486,0.0024927,-3.0989e-05,-0.00022229,-5.3649e-05,0.00035117,1,0.008,0.008,0.05,0
0.21919,-0.003248,2.7569,0.004963,0.97113,-0.0018299,-0.00028806,-0.00064595,-0.00022946,-0.00067486,0.0024927,-3.0989e-05,-0.00022229,-5.3649e-05,0.00035117,1,0.0085,0.0085,0.05,0
0.22129,-0.0032502,2.7569,0.0049514,0.97595,-0.001856,-0.00049177,-0.00071621,-9.5299e-05,-0.0007485,0.0027908,0.00018964,-8.3371e-05,0.00017039,0.00022984,1,0.009,0.009,0.05,0
