"Damage","Displacement:0","Displacement:1","Displacement:2","J","Pressure","Nominal Stress:0","Nominal Stress:1","Nominal Stress:2","Nominal Stress:3","Nominal Stress:4","Nominal Stress:5","Nominal Stress:6","Nominal Stress:7","Nominal Stress:8","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.5828,-0.0036807,2.7567,0.0055243,-1.8429,-0.0062996,0.00037281,-0.0002672,-8.6189e-05,-0.0003835,0.0021583,0.0001481,-9.7263e-05,0.00011859,4.2421e-05,1,0,0,0.02,0
0.58994,-0.0036815,2.7566,0.0055115,-3.1245,-0.0063729,0.00037281,-0.0002672,-8.6189e-05,-0.0003835,0.0021583,0.0001481,-9.7263e-05,0.00011859,4.2421e-05,1,0.0005,0.0005,0.02,0
0.59708,-0.0036824,2.7566,0.0054988,-4.4061,-0.0064462,0.00037281,-0.0002672,-8.6189e-05,-0.0003835,0.0021583,0.0001481,-9.7263e-05,0.00011859,4.2421e-05,1,0.001,0.001,0.02,0
0.60421,-0.0036832,2.7566,0.005486,-5.6877,-0.0065196,0.00037281,-0.0002672,-8.6189e-05,-0.0003835,0.0021583,0.0001481,-9.7263e-05,0.00011859,4.2421e-05,1,0.0015,0.0015,0.02,0
0.61135,-0.003684,2.7566,0.0054733,-6.9693,-0.0065929,0.00037281,-0.0002672,-8.6189e-05,-0.0003835,0.0021583,0.0001481,-9.7263e-05,0.00011859,4.2421e-05,1,0.002,0.002,0.02,0
0.61858,-0.0036858,2.7565,0.0054605,-8.2227,-0.006682,-0.00018833,-0.0011733,4.898e-05,-0.0012693,0.0026044,0.00027458,6.2751e-05,0.0002685,-1.6499e-06,1,0.0025,0.0025,0.02,0
0.62612,-0.0036907,2.7565,0.005448,-9.3869,-0.0068211,-0.00018833,-0.0011733,4.898e-05,-0.0012693,0.0026044,0.00027458,6.2751e-05,0.0002685,-1.6499e-06,1,0.003,0.003,0.02,0
0.63366,-0.0036956,2.7565,0.0054355,-10.551,-0.0069602,-0.00018833,-0.0011733,4.898e-05,-0.0012693,0.0026044,0.00027458,6.2751e-05,0.0002685,-1.6499e-06,1,0.0035,0.0035,0.02,0
0.64119,-0.0037005,2.7565,0.005423,-11.715,-0.0070993,-0.00018833,-0.0011733,4.898e-05,-0.0012693,0.0026044,0.00027458,6.2751e-05,0.0002685,-1.6499e-06,1,0.004,0.004,0.02,0
0.64873,-0.0037054,2.7564,0.0054105,-12.879,-0.0072384,-0.00018833,-0.0011733,4.898e-05,-0.0012693,0.0026044,0.00027458,6.2751e-05,0.0002685,-1.6499e-06,1,0.0045,0.0045,0.02,0
0.65627,-0.0037103,2.7564,0.0053979,-14.044,-0.0073775,-0.00018833,-0.0011733,4.898e-05,-0.0012693,0.0026044,0.00027458,6.2751e-05,0.0002685,-1.6499e-06,1,0.005,0.005,0.02,0
