"Damage","Displacement:0","Displacement:1","Displacement:2","F33","J","Pressure","Nominal Stress:0","Nominal Stress:1","Nominal Stress:2","Nominal Stress:3","Nominal Stress:4","Nominal Stress:5","Nominal Stress:6","Nominal Stress:7","Nominal Stress:8","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0.033124,-0.1,0,0.99558,1,-0.008826,0.016996,-0.00013564,0,-0.00013229,0.0096673,0,0,0,0,1,0,-1,-1,0
0,0.033123,-0.099999,0,0.99558,1,-0.0088256,0.016996,-0.00013564,0,-0.00013229,0.0096673,0,0,0,0,1,0.002,-1,-0.998,0
0,0.033123,-0.099999,0,0.99558,1,-0.0088251,0.016996,-0.00013564,0,-0.00013229,0.0096673,0,0,0,0,1,0.004,-1,-0.996,0
0,0.033123,-0.099998,0,0.99558,1,-0.0088246,0.016996,-0.00013564,0,-0.00013229,0.0096673,0,0,0,0,1,0.006,-1,-0.994,0
0,0.033123,-0.099997,0,0.99558,1,-0.0088242,0.016996,-0.00013564,0,-0.00013229,0.0096673,0,0,0,0,1,0.008,-1,-0.992,0
0,0.033122,-0.099996,0,0.99558,1,-0.0088237,0.016982,-0.00033923,0,-0.00033087,0.0096641,0,0,0,0,1,0.01,-1,-0.99,0
0,0.033121,-0.099996,0,0.99558,1,-0.0088223,0.016982,-0.00033923,0,-0.00033087,0.0096641,0,0,0,0,1,0.012,-1,-0.988,0
0,0.033121,-0.099995,0,0.99558,1,-0.0088209,0.016982,-0.00033923,0,-0.00033087,0.0096641,0,0,0,0,1,0.014,-1,-0.986,0
0,0.03312,-0.099994,0,0.99558,1,-0.0088195,0.016982,-0.00033923,0,-0.00033087,0.0096641,0,0,0,0,1,0.016,-1,-0.984,0
0,0.033119,-0.099993,0,0.99558,1,-0.0088181,0.016982,-0.00033923,0,-0.00033087,0.0096641,0,0,0,0,1,0.018,-1,-0.982,0
0,0.033118,-0.099993,0,0.99558,1,-0.0088167,0.016958,-0.00054282,0,-0.00052945,0.0096582,0,0,0,0,1,0.02,-1,-0.98,0
0,0.033116,-0.099992,0,0.99558,1,-0.0088143,0.016958,-0.00054282,0,-0.00052945,0.0096582,0,0,0,0,1,0.022,-1,-0.978,0
0,0.033115,-0.099991,0,0.99558,1,-0.008812,0.016958,-0.00054282,0,-0.00052945,0.0096582,0,0,0,0,1,0.024,-1,-0.976,0
0,0.033114,-0.099991,0,0.99559,1,-0.0088096,0.016958,-0.00054282,0,-0.00052945,0.0096582,0,0,0,0,1,0.026,-1,-0.974,0
0,0.033112,-0.09999,0,0.99559,1,-0.0088073,0.016958,-0.00054282,0,-0.00052945,0.0096582,0,0,0,0,1,0.028,-1,-0.972,0
0,0.033111,-0.099989,0,0.99559,1,-0.0088049,0.016921,-0.0007464,0,-0.00072807,0.0096497,0,0,0,0,1,0.03,-1,-0.97,0
0,0.033109,-0.099988,0,0.99559,1,-0.0088016,0.016921,-0.0007464,0,-0.00072807,0.0096497,0,0,0,0,1,0.032,-1,-0.968,0
0,0.033107,-0.099988,0,0.99559,1,-0.0087984,0.016921,-0.0007464,0,-0.00072807,0.0096497,0,0,0,0,1,0.034,-1,-0.966,0
0,0.033105,-0.099987,0,0.99559,1,-0.0087951,0.016921,-0.0007464,0,-0.00072807,0.0096497,0,0,0,0,1,0.036,-1,-0.964,0
0,0.033103,-0.099986,0,0.99559,1,-0.0087918,0.016921,-0.0007464,0,-0.00072807,0.0096497,0,0,0,0,1,0.038,-1,-0.962,0
0,0.033101,-0.099985,0,0.9956,1,-0.0087885,0.016873,-0.00094998,0,-0.00092672,0.0096384,0,0,0,0,1,0.04,-1,-0.96,0
0,0.033098,-0.099985,0,0.9956,1,-0.0087843,0.016873,-0.00094998,0,-0.00092672,0.0096384,0,0,0,0,1,0.042,-1,-0.958,0
0,0.033095,-0.099984,0,0.9956,1,-0.0087801,0.016873,-0.00094998,0,-0.00092672,0.0096384,0,0,0,0,1,0.044,-1,-0.956,0
0,0.033093,-0.099983,0,0.9956,1,-0.0087758,0.016873,-0.00094998,0,-0.00092672,0.0096384,0,0,0,0,1,0.046,-1,-0.954,0
0,0.03309,-0.099982,0,0.9956,1,-0.0087716,0.016873,-0.00094998,0,-0.00092672,0.0096384,0,0,0,0,1,0.048,-1,-0.952,0
0,0.033088,-0.099982,0,0.99561,1,-0.0087674,0.016814,-0.0011536,0,-0.0011254,0.0096245,0,0,0,0,1,0.05,-1,-0.95,0
0,0.033084,-0.099981,0,0.99561,1,-0.0087622,0.016814,-0.0011536,0,-0.0011254,0.0096245,0,0,0,0,1,0.052,-1,-0.948,0
0,0.033081,-0.09998,0,0.99561,1,-0.0087571,0.016814,-0.0011536,0,-0.0011254,0.0096245,0,0,0,0,1,0.054,-1,-0.946,0
0,0.033078,-0.099979,0,0.99561,1,-0.0087519,0.016814,-0.0011536,0,-0.0011254,0.0096245,0,0,0,0,1,0.056,-1,-0.944,0
0,0.033075,-0.099979,0,0.99562,1,-0.0087468,0.016814,-0.0011536,0,-0.0011254,0.0096245,0,0,0,0,1,0.058,-1,-0.942,0
0,0.033072,-0.099978,0,0.99562,1,-0.0087416,0.016743,-0.0013571,0,-0.0013241,0.009608,0,0,0,0,1,0.06,-1,-0.94,0
0,0.033068,-0.099977,0,0.99562,1,-0.0087355,0.016743,-0.0013571,0,-0.0013241,0.009608,0,0,0,0,1,0.062,-1,-0.938,0
0,0.033064,-0.099976,0,0.99563,1,-0.0087294,0.016743,-0.0013571,0,-0.0013241,0.009608,0,0,0,0,1,0.064,-1,-0.936,0
0,0.033061,-0.099976,0,0.99563,1,-0.0087233,0.016743,-0.0013571,0,-0.0013241,0.009608,0,0,0,0,1,0.066,-1,-0.934,0
0,0.033057,-0.099975,0,0.99563,1,-0.0087172,0.016743,-0.0013571,0,-0.0013241,0.009608,0,0,0,0,1,0.068,-1,-0.932,0
0,0.033053,-0.099974,0,0.99564,1,-0.0087111,0.016661,-0.0015607,0,-0.0015229,0.0095889,0,0,0,0,1,0.07,-1,-0.93,0
0,0.033049,-0.099973,0,0.99564,1,-0.0087041,0.016661,-0.0015607,0,-0.0015229,0.0095889,0,0,0,0,1,0.072,-1,-0.928,0
0,0.033044,-0.099972,0,0.99564,1,-0.008697,0.016661,-0.0015607,0,-0.0015229,0.0095889,0,0,0,0,1,0.074,-1,-0.926,0
0,0.03304,-0.099972,0,0.99565,1,-0.00869,0.016661,-0.0015607,0,-0.0015229,0.0095889,0,0,0,0,1,0.076,-1,-0.924,0
0,0.033036,-0.099971,0,0.99565,1,-0.008683,0.016661,-0.0015607,0,-0.0015229,0.0095889,0,0,0,0,1,0.078,-1,-0.922,0
0,0.033031,-0.09997,0,0.99565,1,-0.0086759,0.016567,-0.0017642,0,-0.0017218,0.0095674,0,0,0,0,1,0.08,-1,-0.92,0
0,0.033027,-0.099969,0,0.99566,1,-0.0086679,0.016567,-0.0017642,0,-0.0017218,0.0095674,0,0,0,0,1,0.082,-1,-0.918,0
0,0.033022,-0.099969,0,0.99566,1,-0.00866,0.016567,-0.0017642,0,-0.0017218,0.0095674,0,0,0,0,1,0.084,-1,-0.916,0
0,0.033017,-0.099968,0,0.99566,1,-0.008652,0.016567,-0.0017642,0,-0.0017218,0.0095674,0,0,0,0,1,0.086,-1,-0.914,0
0,0.033012,-0.099967,0,0.99567,1,-0.008644,0.016567,-0.0017642,0,-0.0017218,0.0095674,0,0,0,0,1,0.088,-1,-0.912,0
0,0.033007,-0.099966,0,0.99567,1,-0.008636,0.016461,-0.0019677,0,-0.0019207,0.0095434,0,0,0,0,1,0.09,-1,-0.91,0
0,0.033001,-0.099965,0,0.99568,1,-0.0086271,0.016461,-0.0019677,0,-0.0019207,0.0095434,0,0,0,0,1,0.092,-1,-0.908,0
0,0.032996,-0.099965,0,0.99568,1,-0.0086182,0.016461,-0.0019677,0,-0.0019207,0.0095434,0,0,0,0,1,0.094,-1,-0.906,0
0,0.032991,-0.099964,0,0.99569,1,-0.0086093,0.016461,-0.0019677,0,-0.0019207,0.0095434,0,0,0,0,1,0.096,-1,-0.904,0
0,0.032985,-0.099963,0,0.99569,1,-0.0086004,0.016461,-0.0019677,0,-0.0019207,0.0095434,0,0,0,0,1,0.098,-1,-0.902,0
