"Damage","Displacement:0","Displacement:1","Displacement:2","F33","J","Pressure","Nominal Stress:0","Nominal Stress:1","Nominal Stress:2","Nominal Stress:3","Nominal Stress:4","Nominal Stress:5","Nominal Stress:6","Nominal Stress:7","Nominal Stress:8","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0.03142,-0.1,0,0.99702,1,-0.0059525,0.014921,-0.0010217,0,-0.0010094,0.0016974,0,0,0,0,1,0,-1,-1,0
0,0.031416,-0.1,0,0.99702,1,-0.005944,0.014921,-0.0010217,0,-0.0010094,0.0016974,0,0,0,0,1,0.002,-1,-0.998,0
0,0.031413,-0.10001,0,0.99703,1,-0.0059355,0.014921,-0.0010217,0,-0.0010094,0.0016974,0,0,0,0,1,0.004,-1,-0.996,0
0,0.031409,-0.10001,0,0.99703,1,-0.0059271,0.014921,-0.0010217,0,-0.0010094,0.0016974,0,0,0,0,1,0.006,-1,-0.994,0
0,0.031405,-0.10002,0,0.99704,1,-0.0059186,0.014921,-0.0010217,0,-0.0010094,0.0016974,0,0,0,0,1,0.008,-1,-0.992,0
0,0.031401,-0.10002,0,0.99704,1,-0.0059102,0.014921,-0.0010217,0,-0.0010094,0.0016974,0,0,0,0,1,0.01,-1,-0.99,0
0,0.031397,-0.10002,0,0.99704,1,-0.0059017,0.014921,-0.0010217,0,-0.0010094,0.0016974,0,0,0,0,1,0.012,-1,-0.988,0
0,0.031393,-0.10003,0,0.99705,1,-0.0058932,0.014921,-0.0010217,0,-0.0010094,0.0016974,0,0,0,0,1,0.014,-1,-0.986,0
0,0.031389,-0.10003,0,0.99705,1,-0.0058848,0.014921,-0.0010217,0,-0.0010094,0.0016974,0,0,0,0,1,0.016,-1,-0.984,0
0,0.031385,-0.10004,0,0.99706,1,-0.0058763,0.014921,-0.0010217,0,-0.0010094,0.0016974,0,0,0,0,1,0.018,-1,-0.982,0
0,0.031382,-0.10004,0,0.99706,1,-0.0058679,0.014921,-0.0010217,0,-0.0010094,0.0016974,0,0,0,0,1,0.02,-1,-0.98,0
0,0.031378,-0.10005,0,0.99707,1,-0.0058594,0.014921,-0.0010217,0,-0.0010094,0.0016974,0,0,0,0,1,0.022,-1,-0.978,0
0,0.031374,-0.10005,0,0.99707,1,-0.0058509,0.014921,-0.0010217,0,-0.0010094,0.0016974,0,0,0,0,1,0.024,-1,-0.976,0
0,0.03137,-0.10005,0,0.99707,1,-0.0058425,0.014921,-0.0010217,0,-0.0010094,0.0016974,0,0,0,0,1,0.026,-1,-0.974,0
0,0.031366,-0.10006,0,0.99708,1,-0.005834,0.014921,-0.0010217,0,-0.0010094,0.0016974,0,0,0,0,1,0.028,-1,-0.972,0
0,0.031362,-0.10006,0,0.99708,1,-0.0058256,0.014921,-0.0010217,0,-0.0010094,0.0016974,0,0,0,0,1,0.03,-1,-0.97,0
0,0.031358,-0.10007,0,0.99709,1,-0.0058171,0.014921,-0.0010217,0,-0.0010094,0.0016974,0,0,0,0,1,0.032,-1,-0.968,0
0,0.031354,-0.10007,0,0.99709,1,-0.0058086,0.014921,-0.0010217,0,-0.0010094,0.0016974,0,0,0,0,1,0.034,-1,-0.966,0
0,0.031351,-0.10007,0,0.9971,1,-0.0058002,0.014921,-0.0010217,0,-0.0010094,0.0016974,0,0,0,0,1,0.036,-1,-0.964,0
0,0.031347,-0.10008,0,0.9971,1,-0.0057917,0.014921,-0.0010217,0,-0.0010094,0.0016974,0,0,0,0,1,0.038,-1,-0.962,0
